id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
391500,highway,3,0.73,25,dim,rainy,True,False,morning,True,True,0,0.38
391501,rural,2,0.18,25,dim,clear,False,False,afternoon,False,False,1,0.06
391502,urban,2,0.94,25,dim,rainy,False,False,afternoon,True,True,3,0.57
391503,rural,4,0.94,45,dim,foggy,True,True,morning,True,False,1,0.29
391504,rural,1,0.46,70,daylight,foggy,False,True,morning,False,True,0,0.44
391505,rural,1,0.58,60,night,rainy,False,False,morning,False,False,1,0.74
391506,highway,3,0.59,25,dim,foggy,False,False,afternoon,True,True,1,0.36
391507,highway,1,0.9,35,daylight,foggy,False,True,afternoon,False,False,2,0.36
391508,urban,3,0.06,35,night,foggy,True,False,evening,False,False,2,0.21
391509,rural,2,0.29,45,dim,foggy,False,True,evening,False,False,1,0.21
391510,rural,4,0.05,60,dim,clear,True,True,evening,True,False,0,0.29
391511,highway,4,0.72,45,dim,clear,True,False,afternoon,True,False,0,0.23
391512,rural,4,0.65,25,dim,foggy,True,False,morning,False,True,1,0.27
391513,rural,3,0.72,70,dim,clear,True,True,afternoon,False,True,0,0.35
391514,highway,3,0.49,500,dim,foggy,False,False,morning,False,True,1,0.34
391515,highway,1,0.91,35,dim,rainy,False,True,afternoon,True,True,2,0.38
391516,rural,2,0.8,60,night,foggy,True,False,evening,True,True,4,0.81
391517,highway,2,0.32,60,dim,foggy,True,True,morning,True,True,0,0.43
391518,urban,3,0.33,70,daylight,clear,True,True,afternoon,False,True,0,0.27
391519,urban,4,0.39,70,daylight,foggy,True,False,evening,True,True,1,0.42
391520,rural,1,0.14,45,night,clear,False,True,morning,False,True,1,0.33
391521,urban,3,0.35,60,daylight,clear,False,False,afternoon,True,False,2,0.19
391522,urban,1,0.24,0,night,clear,False,True,evening,True,False,1,0.48
391523,rural,3,0.33,60,daylight,foggy,False,True,afternoon,True,False,1,0.47
391524,rural,1,0.73,60,night,clear,False,True,afternoon,True,True,2,0.64
391525,rural,2,0.19,45,night,foggy,True,False,afternoon,False,True,2,0.19
391526,highway,3,0.21,70,dim,clear,False,True,afternoon,False,True,1,0.28
391527,urban,3,0.66,500,night,clear,True,False,evening,False,False,1,0.4
391528,rural,1,0.95,25,dim,clear,True,True,morning,True,False,0,0.23
391529,urban,2,0.79,25,night,clear,False,True,morning,True,True,2,0.52
391530,urban,3,0.91,60,night,foggy,False,False,evening,False,True,3,0.83
391531,urban,2,0.73,70,night,foggy,True,False,afternoon,True,False,2,0.8
391532,urban,4,0.66,25,daylight,clear,True,False,morning,False,True,1,0.18
391533,highway,2,0.31,70,daylight,clear,False,True,evening,False,True,0,0.22
391534,rural,4,0.11,60,dim,rainy,True,True,evening,True,True,2,0.3
391535,highway,2,0.83,45,night,clear,True,False,evening,True,False,1,0.41
391536,rural,4,0.37,25,dim,foggy,True,True,morning,True,False,2,0.27
391537,rural,4,0.32,35,dim,clear,True,False,morning,False,False,1,0.06
391538,rural,3,0.2,35,dim,rainy,True,True,morning,True,False,1,0.18
391539,urban,4,0.55,-50,dim,clear,False,True,morning,True,False,1,0.18
391540,highway,4,0.37,60,dim,rainy,False,False,evening,False,True,0,0.44
391541,rural,2,0.84,60,daylight,rainy,False,True,afternoon,True,False,1,0.57
391542,highway,4,0.27,25,daylight,clear,True,True,evening,False,False,2,0.18
391543,rural,2,0.16,60,dim,rainy,False,True,afternoon,True,False,1,0.37
391544,highway,3,0.06,70,daylight,rainy,True,False,afternoon,False,True,0,0.36
391545,highway,4,0.1,70,night,clear,True,True,evening,False,False,0,0.36
391546,urban,4,0.94,500,dim,clear,True,True,morning,True,True,2,0.27
391547,rural,2,0.86,60,dim,foggy,True,True,evening,False,False,2,0.65
391548,urban,2,0.11,-50,daylight,clear,True,True,afternoon,False,True,1,0.05
391549,rural,4,0.96,25,daylight,rainy,False,True,morning,True,True,1,0.32
391550,urban,4,0.02,0,night,clear,False,False,evening,True,False,1,0.27
391551,rural,1,0.65,25,dim,rainy,False,False,evening,False,False,1,0.28
391552,rural,1,0.48,70,daylight,foggy,True,True,evening,True,False,1,0.47
391553,rural,4,0.24,60,dim,rainy,True,True,morning,True,True,2,0.35
391554,urban,2,0.76,25,dim,foggy,True,False,evening,False,False,2,0.25
391555,rural,1,0.91,60,daylight,foggy,False,True,evening,True,True,2,0.57
391556,highway,3,0.68,500,night,clear,True,False,afternoon,False,True,2,0.44
391557,rural,4,0.57,45,night,clear,False,True,afternoon,False,True,1,0.29
391558,urban,4,0.68,70,night,foggy,True,True,evening,True,False,0,0.65
391559,urban,2,0.24,0,dim,foggy,False,True,afternoon,True,False,1,0.3
391560,urban,3,0.32,45,night,clear,False,True,evening,True,False,0,0.3
391561,highway,1,0.21,500,dim,rainy,True,False,morning,False,False,0,0.31
391562,rural,2,0.26,45,night,rainy,True,False,evening,True,False,2,0.38
391563,rural,3,0.92,35,daylight,clear,True,True,morning,False,True,0,0.26
391564,rural,1,0.29,25,daylight,foggy,False,True,evening,False,True,1,0.22
391565,highway,3,0.57,25,night,clear,True,True,evening,False,False,3,0.55
391566,urban,3,0.95,60,dim,foggy,False,True,evening,False,False,2,0.51
391567,rural,4,0.24,60,daylight,foggy,False,True,afternoon,False,False,1,0.2
391568,rural,1,0.92,70,daylight,clear,False,False,afternoon,False,True,3,0.59
391569,highway,1,0.7,70,daylight,clear,True,True,morning,False,False,3,0.47
391570,highway,1,0.05,45,dim,rainy,False,False,afternoon,True,False,2,0.07
391571,rural,3,0.26,500,dim,rainy,True,True,morning,False,True,2,0.36
391572,rural,3,0.67,45,daylight,clear,True,False,evening,False,False,2,0.17
391573,highway,1,0.55,25,dim,foggy,False,False,morning,False,False,0,0.27
391574,rural,1,0.23,45,night,rainy,True,True,evening,True,True,0,0.47
391575,highway,3,0.7,35,dim,foggy,True,False,afternoon,True,False,0,0.32
391576,urban,1,0.7,25,dim,rainy,True,True,evening,False,False,2,0.4
391577,highway,2,0.59,500,dim,rainy,False,True,afternoon,True,False,0,0.28
