id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
122500,urban,1,0.65,45,dim,clear,False,True,afternoon,False,True,0,0.22
122501,highway,3,0.15,35,night,clear,False,True,morning,False,False,0,0.35
122502,urban,1,0.42,70,dim,clear,True,True,afternoon,False,True,0,0.36
122503,rural,2,0.21,35,night,foggy,False,True,evening,True,True,0,0.2
122504,rural,4,0.62,60,night,foggy,False,True,evening,False,False,3,0.77
122505,rural,4,0.28,45,night,clear,True,False,evening,True,True,1,0.3
122506,highway,4,0.59,45,daylight,rainy,False,False,morning,True,False,3,0.34
122507,rural,2,0.09,35,dim,rainy,True,True,afternoon,True,True,2,0.09
122508,urban,3,0.82,60,dim,clear,True,True,morning,False,False,2,0.43
122509,rural,2,0.06,60,dim,rainy,False,True,evening,True,False,2,0.28
122510,urban,2,0.36,25,dim,foggy,False,False,afternoon,True,True,1,0.15
122511,rural,4,0.56,60,dim,rainy,False,False,morning,False,True,2,0.47
122512,highway,4,0.03,35,night,rainy,False,True,afternoon,False,True,0,0.34
122513,highway,3,0.84,70,dim,foggy,True,False,evening,False,False,1,0.58
122514,urban,4,0.73,60,dim,foggy,True,False,morning,False,True,2,0.53
122515,rural,2,0.57,45,daylight,clear,False,True,morning,True,False,1,0.19
122516,rural,2,0.93,25,dim,rainy,True,False,evening,True,True,1,0.36
122517,highway,1,0.56,45,daylight,clear,True,False,evening,False,False,1,0.14
122518,highway,2,0.3,25,night,clear,True,False,evening,True,False,1,0.22
122519,highway,1,0.47,35,dim,rainy,True,True,morning,False,False,1,0.18
122520,highway,2,0.68,45,night,rainy,False,True,morning,True,False,3,0.62
122521,urban,4,0.05,45,dim,clear,True,True,morning,True,False,0,0.08
122522,rural,4,0.58,25,dim,foggy,False,True,afternoon,False,True,3,0.34
122523,rural,2,0.36,35,daylight,rainy,False,True,evening,False,True,2,0.26
122524,highway,2,0.31,45,night,clear,False,True,evening,True,False,3,0.14
122525,highway,2,0.21,70,dim,foggy,False,True,evening,False,False,2,0.37
122526,urban,2,0.65,70,dim,foggy,False,True,morning,True,True,0,0.49
122527,urban,4,0.87,35,dim,rainy,False,True,afternoon,True,True,2,0.41
122528,urban,2,0.04,45,night,rainy,False,True,afternoon,True,False,2,0.34
122529,rural,1,0.02,60,dim,foggy,True,True,afternoon,True,False,1,0.35
122530,highway,4,0.15,70,daylight,rainy,False,False,evening,False,False,2,0.33
122531,urban,2,0.53,60,daylight,rainy,False,True,evening,False,False,0,0.48
