id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
142000,urban,2,0.21,35,night,rainy,False,True,morning,True,True,2,0.35
142001,urban,3,0.38,45,dim,rainy,False,False,evening,False,False,1,0.16
142002,rural,4,0.13,25,night,rainy,True,True,afternoon,False,False,2,0.38
142003,highway,3,0.35,35,night,clear,True,True,afternoon,True,True,0,0.34
142004,urban,3,0.67,70,night,clear,False,True,evening,False,False,2,0.65
142005,highway,2,0.26,45,daylight,clear,False,False,morning,False,True,1,0.08
142006,highway,1,0.85,70,night,clear,True,False,morning,True,False,0,0.65
142007,highway,3,0.4,70,daylight,clear,True,False,evening,False,False,2,0.33
142008,highway,4,0.31,35,night,rainy,False,False,evening,True,True,0,0.36
142009,urban,2,0.24,25,night,rainy,True,False,afternoon,True,True,0,0.48
142010,urban,1,0.77,35,BRIGHT_NEON,rainy,True,False,morning,False,False,2,0.47
142011,rural,4,0.66,25,dim,foggy,True,True,evening,False,False,2,0.26
142012,highway,4,0.19,35,daylight,clear,False,False,afternoon,False,False,2,0.06
142013,rural,2,0.7,70,BRIGHT_NEON,clear,True,False,afternoon,True,True,2,0.43
142014,urban,2,0.23,35,daylight,clear,False,True,afternoon,False,False,1,0.03
142015,rural,3,0.24,45,dim,foggy,False,False,morning,False,True,0,0.27
142016,urban,1,0.9,25,BRIGHT_NEON,rainy,True,True,evening,True,False,1,0.4
142017,rural,3,0.13,35,dim,rainy,False,False,afternoon,False,True,0,0.15
142018,rural,3,0.51,60,daylight,clear,True,True,morning,True,True,1,0.37
142019,urban,4,0.71,70,dim,foggy,False,True,evening,False,True,1,0.55
142020,urban,1,0.95,45,daylight,rainy,True,False,afternoon,True,False,1,0.35
142021,urban,3,0.49,35,daylight,clear,False,False,morning,False,False,1,0.08
142022,urban,3,0.16,35,dim,clear,False,True,morning,True,False,1,0.09
142023,urban,3,0.23,35,dim,foggy,True,False,morning,True,True,2,0.18
142024,rural,1,0.4,45,daylight,clear,False,True,evening,False,True,2,0.12
142025,rural,3,0.79,35,night,clear,False,False,morning,False,True,0,0.59
142026,rural,3,0.43,35,daylight,clear,False,False,evening,True,False,0,0.21
142027,urban,3,0.79,60,night,foggy,False,False,morning,True,False,1,0.73
142028,urban,4,0.62,45,night,foggy,False,True,afternoon,False,True,1,0.43
142029,rural,4,0.9,70,night,foggy,True,True,evening,False,False,4,0.91
142030,highway,2,0.07,60,dim,foggy,False,True,morning,True,True,1,0.27
142031,rural,1,0.02,60,dim,foggy,True,True,morning,False,False,2,0.26
142032,highway,4,0.78,60,night,clear,True,True,afternoon,True,False,1,0.69
142033,rural,2,0.08,25,daylight,rainy,False,False,afternoon,False,True,2,0.16
142034,highway,4,0.18,70,night,clear,False,False,evening,True,False,0,0.47
142035,highway,3,0.49,70,daylight,rainy,True,False,evening,False,False,2,0.44
142036,highway,4,0.3,70,dim,rainy,True,False,evening,True,False,0,0.23
142037,rural,2,0.35,45,dim,foggy,False,True,afternoon,False,True,0,0.24
142038,rural,1,0.37,45,night,foggy,False,False,evening,True,False,1,0.39
142039,highway,4,0.6,25,night,clear,False,False,morning,True,True,1,0.47
142040,urban,4,0.14,35,daylight,rainy,False,True,afternoon,False,False,0,0.18
142041,urban,3,0.56,70,dim,clear,False,True,afternoon,False,False,2,0.51
142042,highway,4,0.08,35,night,foggy,False,True,afternoon,True,True,0,0.3
142043,rural,3,0.28,35,night,clear,True,True,afternoon,False,False,2,0.2
142044,rural,2,0.13,45,night,foggy,True,False,morning,False,True,1,0.32
142045,urban,3,0.54,70,night,clear,True,False,morning,False,False,1,0.57
142046,highway,4,0.36,45,dim,clear,True,False,afternoon,False,False,0,0.02
142047,urban,4,0.39,45,dim,foggy,True,False,afternoon,False,False,2,0.24
142048,highway,2,0.74,25,night,clear,False,False,morning,True,False,2,0.5
142049,highway,1,0.82,70,dim,clear,False,False,evening,False,True,2,0.59
142050,urban,2,0.72,25,daylight,foggy,False,True,afternoon,True,False,0,0.33
142051,rural,4,0.25,25,night,clear,True,False,morning,True,True,0,0.26
142052,rural,2,0.67,70,dim,clear,False,False,evening,True,False,2,0.45
142053,rural,4,0.08,45,night,foggy,True,True,afternoon,True,True,2,0.33
142054,rural,3,0.47,60,dim,foggy,True,True,afternoon,False,True,1,0.38
142055,urban,2,0.52,25,daylight,clear,True,True,afternoon,False,True,1,0.18
142056,highway,1,0.69,25,daylight,clear,False,False,morning,False,False,1,0.19
142057,highway,1,0.67,60,night,rainy,True,False,morning,True,True,2,0.63
142058,highway,4,0.63,25,daylight,clear,False,True,afternoon,False,True,1,0.28
142059,urban,2,0.9,45,daylight,foggy,True,True,afternoon,True,True,1,0.44
142060,urban,4,0.52,45,dim,foggy,True,False,evening,False,False,2,0.35
142061,rural,2,0.8,35,dim,rainy,False,False,morning,True,True,2,0.33
142062,rural,4,0.36,70,dim,foggy,False,False,morning,True,True,2,0.2
142063,rural,4,0.05,35,daylight,rainy,False,True,afternoon,True,False,2,0.13
142064,highway,1,0.39,45,daylight,rainy,True,True,morning,True,False,1,0.19
142065,rural,4,0.4,25,dim,clear,True,True,afternoon,True,False,2,0.16
142066,urban,1,0.94,45,daylight,rainy,True,True,afternoon,True,False,0,0.4
142067,rural,4,0.39,70,dim,clear,False,False,afternoon,False,False,1,0.3
142068,highway,2,0.56,35,dim,rainy,False,False,morning,False,True,1,0.33
142069,urban,4,0.26,70,dim,rainy,True,True,evening,False,False,1,0.4
142070,highway,1,0.69,60,daylight,clear,True,True,evening,True,True,0,0.32
142071,rural,4,0.57,35,daylight,rainy,False,True,evening,True,False,4,0.42
142072,highway,4,0.17,35,night,foggy,False,False,afternoon,True,False,1,0.3
142073,urban,3,0.03,60,daylight,foggy,True,True,evening,True,False,2,0.44
142074,highway,4,0.44,35,night,foggy,True,True,evening,True,True,1,0.43
142075,highway,3,0.18,25,daylight,rainy,False,True,evening,True,False,2,0.16
142076,rural,2,0.85,35,daylight,rainy,True,True,afternoon,True,False,1,0.41
142077,rural,3,0.12,35,night,foggy,True,False,morning,True,False,0,0.29
142078,urban,4,0.25,60,daylight,rainy,False,False,afternoon,False,False,2,0.32
142079,highway,2,0.94,25,dim,clear,True,True,afternoon,True,True,1,0.23
142080,rural,2,0.09,35,night,foggy,True,True,evening,False,False,2,0.25
142081,urban,2,0.85,25,dim,rainy,False,False,afternoon,True,False,2,0.43
142082,highway,3,0.43,25,daylight,foggy,False,True,morning,True,True,1,0.16
142083,highway,2,0.04,45,night,rainy,True,False,morning,False,False,1,0.39
142084,urban,2,0.21,35,night,clear,False,True,morning,True,True,2,0.32
142085,urban,2,0.77,25,night,foggy,True,True,afternoon,True,False,2,0.6
142086,highway,4,0.53,70,daylight,foggy,False,False,evening,True,False,1,0.49
142087,urban,1,0.57,70,night,foggy,False,True,evening,True,False,4,0.86
142088,highway,3,0.81,25,daylight,clear,True,False,morning,False,True,0,0.21
142089,urban,4,0.37,45,daylight,rainy,False,False,afternoon,False,True,2,0.21
142090,highway,1,0.37,45,night,foggy,False,False,morning,True,True,1,0.37
142091,rural,1,0.13,25,daylight,foggy,False,False,evening,False,False,2,0.14
142092,rural,2,0.43,35,dim,rainy,True,False,afternoon,True,False,0,0.28
142093,rural,3,0.37,25,BRIGHT_NEON,rainy,True,True,evening,False,True,0,0.18
142094,rural,1,0.78,25,night,clear,True,False,afternoon,False,False,1,0.46
142095,highway,2,0.57,25,daylight,clear,True,True,morning,False,True,1,0.24
142096,urban,1,0.07,35,night,rainy,False,False,afternoon,False,False,1,0.28
142097,urban,2,0.36,35,night,rainy,True,False,afternoon,True,False,1,0.41
142098,rural,4,0.93,25,dim,clear,True,False,evening,False,True,1,0.25
142099,rural,3,0.38,35,dim,clear,True,False,morning,False,True,1,0.13
142100,rural,3,0.48,70,dim,rainy,False,True,afternoon,True,True,0,0.46
142101,highway,4,0.46,60,dim,foggy,False,False,morning,True,True,1,0.41
142102,urban,1,0.25,60,night,clear,False,False,morning,True,True,1,0.45
142103,rural,2,0.24,35,night,foggy,False,False,morning,True,True,2,0.39
142104,rural,4,0.93,60,night,rainy,True,False,afternoon,False,True,3,0.8
142105,rural,4,0.03,35,night,rainy,True,True,morning,True,False,0,0.32
142106,highway,4,0.03,70,daylight,clear,False,True,morning,True,True,0,0.23
142107,rural,3,0.9,45,daylight,clear,True,True,morning,False,False,1,0.26
142108,rural,2,0.05,45,dim,foggy,True,True,evening,True,True,1,0.11
142109,urban,3,0.04,45,night,clear,False,False,evening,True,True,2,0.25
142110,highway,1,0.22,70,daylight,foggy,False,False,afternoon,True,True,1,0.42
142111,highway,2,0.34,60,dim,rainy,True,True,evening,False,True,1,0.51
142112,highway,3,0.83,45,daylight,foggy,False,True,evening,False,True,1,0.4
142113,highway,4,0.53,60,night,clear,True,False,afternoon,False,True,2,0.53
142114,urban,2,0.4,45,dim,rainy,True,False,evening,True,True,1,0.24
142115,rural,2,0.07,25,BRIGHT_NEON,clear,False,False,morning,True,False,0,0.14
142116,urban,1,0.41,45,night,rainy,True,True,afternoon,True,True,2,0.42
142117,highway,2,0.13,70,dim,rainy,False,False,evening,False,True,1,0.39
142118,urban,4,0.83,45,daylight,foggy,False,False,morning,True,False,0,0.37
142119,highway,2,0.04,35,daylight,clear,False,True,afternoon,False,False,2,0.01
142120,rural,1,0.54,60,daylight,foggy,False,False,afternoon,False,True,3,0.56
142121,highway,1,0.4,35,dim,foggy,False,False,afternoon,False,False,1,0.27
142122,rural,3,0.32,25,daylight,clear,True,True,afternoon,False,False,1,0.21
142123,urban,3,0.52,70,daylight,rainy,True,True,afternoon,False,False,2,0.46
142124,highway,1,0.04,25,night,rainy,False,False,morning,True,True,0,0.28
142125,highway,1,0.58,35,night,foggy,False,False,evening,True,True,2,0.5
142126,highway,3,0.58,25,night,rainy,True,True,morning,False,True,1,0.4
142127,urban,2,0.62,35,night,clear,False,True,evening,False,False,3,0.57
142128,highway,1,0.63,70,dim,foggy,False,True,afternoon,True,True,0,0.5
142129,highway,1,0.65,45,night,clear,True,True,evening,False,False,1,0.41
142130,urban,4,0.55,25,night,foggy,True,False,morning,False,True,0,0.48
142131,urban,1,0.28,60,dim,rainy,False,True,afternoon,True,False,1,0.36
142132,rural,2,1.0,60,night,clear,False,False,evening,False,False,2,0.73
142133,highway,3,0.33,35,BRIGHT_NEON,rainy,False,True,morning,True,True,2,0.45
142134,urban,1,0.95,60,daylight,clear,True,False,morning,True,False,2,0.44
142135,urban,2,0.76,45,dim,clear,False,False,afternoon,False,True,1,0.29
142136,highway,4,0.05,35,dim,foggy,False,False,evening,True,True,2,0.13
142137,highway,3,0.31,45,dim,clear,False,False,morning,False,True,1,0.11
142138,highway,1,0.96,25,daylight,foggy,False,True,evening,False,False,2,0.35
142139,urban,3,0.56,45,night,foggy,False,False,afternoon,False,True,1,0.45
142140,urban,2,0.05,70,dim,rainy,True,False,evening,False,True,1,0.22
142141,urban,1,0.68,35,BRIGHT_NEON,clear,False,False,evening,False,False,1,0.39
