id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
159500,highway,N/A,N/A,35,night,foggy,False,False,evening,False,False,1,0.23
159501,urban,2,0.59,35,daylight,foggy,True,True,morning,False,True,1,0.18
159502,rural,2,0.03,60,daylight,rainy,False,False,morning,False,False,2,1.5
159503,rural,3,0.82,70,dim,foggy,False,True,evening,True,True,N/A,1.5
159504,rural,2,0.62,35,dim,clear,True,False,morning,False,False,2,0.21
159505,urban,3,0.14,35,night,rainy,False,False,afternoon,False,True,1,0.29
159506,rural,3,0.69,25,dim,rainy,True,True,morning,False,True,2,0.37
159507,rural,4,0.53,25,night,clear,True,True,evening,True,True,0,0.23
159508,urban,1,0.75,60,daylight,rainy,True,False,evening,True,False,3,0.68
159509,highway,3,0.3,45,dim,rainy,False,True,morning,False,True,2,0.14
159510,highway,N/A,0.15,60,dim,rainy,False,False,afternoon,True,True,1,0.36
159511,rural,1,N/A,N/A,daylight,clear,False,False,morning,False,False,1,0.47
159512,urban,2,0.7,70,night,clear,False,True,morning,False,True,1,0.53
159513,rural,4,0.83,60,daylight,foggy,True,True,morning,False,False,1,0.53
159514,urban,4,0.7,35,daylight,rainy,False,False,afternoon,False,False,0,0.28
159515,highway,3,0.7,25,dim,foggy,False,True,afternoon,False,True,0,0.26
159516,urban,4,0.67,35,night,clear,False,True,evening,True,True,2,0.42
159517,rural,3,0.7,25,night,foggy,True,False,morning,True,True,1,0.51
159518,highway,1,0.6,45,daylight,foggy,False,True,morning,True,False,0,0.26
159519,rural,1,0.38,N/A,daylight,clear,False,False,evening,True,True,2,0.23
159520,rural,2,0.05,25,night,rainy,True,False,afternoon,True,True,2,0.38
159521,urban,1,0.84,45,night,rainy,True,False,evening,False,False,3,0.62
159522,urban,2,0.35,45,daylight,foggy,False,False,evening,False,True,0,0.22
159523,highway,N/A,0.55,45,night,rainy,False,True,morning,True,False,1,0.39
159524,urban,3,0.68,60,dim,foggy,True,True,afternoon,False,False,2,0.53
159525,rural,4,0.81,60,dim,clear,False,True,morning,False,True,1,0.47
159526,rural,2,0.13,25,night,rainy,False,True,evening,True,True,2,0.34
159527,highway,2,0.21,25,night,rainy,False,True,afternoon,False,True,1,0.39
159528,urban,3,N/A,70,daylight,clear,False,True,evening,True,True,0,0.34
159529,urban,1,0.82,60,night,foggy,False,False,afternoon,True,True,2,0.78
159530,rural,1,0.39,25,daylight,rainy,False,True,morning,False,False,2,0.23
159531,urban,2,0.26,25,night,rainy,True,True,afternoon,False,True,1,0.39
159532,highway,1,0.95,70,daylight,foggy,False,False,morning,False,False,3,0.59
159533,highway,3,0.78,60,night,foggy,True,False,evening,True,False,2,0.78
159534,rural,1,0.84,35,dim,foggy,False,False,evening,True,False,2,0.46
159535,highway,3,0.05,70,daylight,foggy,True,True,afternoon,True,False,1,0.33
159536,highway,1,0.32,25,night,clear,True,False,evening,True,True,0,0.26
159537,highway,1,0.79,45,dim,rainy,False,True,afternoon,True,False,0,0.25
159538,highway,3,0.86,45,daylight,clear,True,False,morning,True,True,1,0.25
159539,urban,1,0.6,25,dim,rainy,False,True,evening,False,False,1,1.5
159540,urban,2,0.83,45,night,rainy,False,False,morning,False,True,3,0.67
159541,highway,3,0.37,70,night,rainy,False,True,evening,False,True,1,0.68
