id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
250500,rural,2,0.43,70,dim,foggy,False,True,evening,False,True,0,0.39
250501,rural,4,0.91,45,night,clear,True,True,evening,True,True,0,0.5
250502,rural,1,N/A,60,night,foggy,True,False,afternoon,False,True,2,0.61
250503,urban,1,0.83,N/A,dim,foggy,True,False,morning,True,False,0,0.6
250504,urban,3,0.54,25,dim,foggy,False,True,afternoon,False,False,0,0.24
250505,urban,2,0.86,45,dim,foggy,False,False,afternoon,True,False,2,0.37
250506,urban,2,0.73,25,daylight,rainy,True,False,morning,False,True,2,2.0
250507,rural,N/A,0.57,25,night,clear,True,False,evening,False,False,2,0.3
250508,rural,1,0.13,N/A,dim,clear,False,False,morning,False,False,2,0.02
250509,rural,1,0.23,45,dim,rainy,False,False,afternoon,False,False,1,0.25
250510,highway,4,0.54,25,daylight,rainy,True,True,evening,False,False,2,0.26
250511,highway,4,0.74,25,daylight,clear,True,True,evening,True,True,0,0.24
250512,highway,2,0.79,60,night,foggy,False,False,morning,False,False,2,0.72
250513,highway,2,0.54,25,daylight,clear,False,True,morning,True,False,1,0.17
250514,highway,3,0.04,35,dim,clear,False,False,evening,False,True,2,0.07
250515,rural,4,0.7,25,dim,rainy,False,False,morning,True,False,0,0.33
250516,urban,3,0.41,N/A,dim,rainy,True,False,afternoon,True,True,0,2.0
250517,rural,3,0.57,45,night,foggy,False,True,afternoon,True,False,2,0.4
250518,highway,3,0.51,N/A,night,foggy,False,False,morning,False,False,0,0.53
250519,highway,2,0.13,60,dim,clear,True,False,morning,False,True,0,0.19
250520,rural,3,0.49,60,daylight,rainy,True,True,afternoon,True,True,1,0.44
250521,urban,2,0.19,N/A,dim,clear,False,True,afternoon,False,True,2,0.19
250522,highway,3,0.96,25,dim,rainy,True,True,evening,True,True,2,0.39
250523,rural,2,0.83,70,dim,foggy,True,True,evening,False,True,2,0.63
250524,urban,1,0.48,70,daylight,rainy,True,True,morning,True,True,2,0.47
250525,urban,2,0.94,35,dim,clear,False,False,morning,True,False,1,0.35
250526,urban,2,0.85,25,daylight,clear,False,False,morning,True,True,1,0.25
250527,urban,1,0.82,70,dim,foggy,True,False,afternoon,False,False,2,0.54
250528,highway,2,0.39,60,daylight,clear,True,False,morning,False,True,1,0.35
250529,highway,2,0.4,N/A,night,rainy,False,True,evening,True,True,1,0.37
