id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
225000,urban,1,0.42,45,night,rainy,False,True,evening,False,True,0,0.43
225001,rural,1,0.87,60,dim,clear,True,False,morning,True,False,2,0.47
225002,INVALID_ROAD_TYPE,2,0.62,35,dim,clear,True,False,morning,False,False,2,0.12
225003,urban,3,0.65,60,night,rainy,True,False,evening,False,True,2,0.71
225004,highway,2,0.95,35,daylight,foggy,False,True,evening,True,True,1,0.35
225005,highway,2,0.5,45,dim,foggy,False,False,evening,True,True,0,0.28
225006,rural,4,0.57,35,night,clear,False,False,morning,False,False,1,0.38
225007,rural,4,0.03,60,daylight,clear,False,False,evening,True,True,1,0.16
225008,INVALID_ROAD_TYPE,2,0.16,60,dim,rainy,False,False,evening,True,False,1,0.28
225009,highway,4,0.67,45,daylight,rainy,False,False,afternoon,True,True,1,0.34
225010,INVALID_ROAD_TYPE,3,0.08,35,dim,rainy,True,True,morning,True,True,0,0.18
225011,urban,1,0.61,60,daylight,clear,False,True,afternoon,True,True,2,0.26
225012,rural,1,0.61,45,dim,clear,True,True,evening,True,False,2,0.22
225013,INVALID_ROAD_TYPE,1,0.17,70,daylight,foggy,False,True,morning,False,False,0,0.34
225014,rural,1,0.92,60,daylight,clear,False,False,afternoon,True,False,2,0.49
225015,urban,2,0.53,45,daylight,rainy,False,True,evening,True,True,0,0.35
225016,urban,4,0.57,70,night,clear,True,False,morning,True,False,2,0.56
225017,highway,2,0.44,70,daylight,foggy,False,False,evening,True,False,1,0.41
225018,highway,3,0.45,70,dim,rainy,True,True,afternoon,True,False,1,0.47
225019,rural,1,0.89,35,dim,foggy,False,True,evening,False,True,2,0.37
225020,highway,1,0.73,45,daylight,clear,False,False,morning,True,True,1,0.33
225021,highway,2,0.66,45,night,foggy,True,True,evening,False,False,2,0.64
225022,highway,2,0.75,60,night,rainy,True,False,morning,False,False,1,0.75
225023,rural,2,0.22,45,daylight,clear,True,True,evening,True,False,1,0.12
225024,rural,3,0.06,45,dim,foggy,False,True,morning,False,True,1,0.07
225025,rural,2,0.41,45,dim,clear,False,True,morning,True,True,1,0.15
225026,urban,3,0.32,60,daylight,foggy,False,True,morning,True,True,1,0.38
225027,rural,4,0.69,25,night,clear,False,False,evening,True,False,1,0.44
225028,urban,4,0.73,60,daylight,foggy,False,True,morning,True,True,3,0.58
225029,rural,1,0.51,70,dim,rainy,False,True,afternoon,True,True,1,0.52
225030,INVALID_ROAD_TYPE,2,0.73,70,daylight,foggy,True,False,evening,False,True,3,0.59
225031,rural,1,0.73,60,night,foggy,False,True,evening,False,False,2,0.69
225032,rural,2,0.68,45,dim,foggy,True,True,evening,False,True,1,0.34
225033,rural,4,0.26,45,dim,foggy,False,True,afternoon,False,False,0,0.17
225034,highway,3,0.92,35,dim,foggy,False,True,evening,True,True,1,0.36
225035,urban,1,0.07,45,daylight,rainy,False,True,afternoon,False,False,1,0.13
225036,INVALID_ROAD_TYPE,4,0.83,25,daylight,foggy,True,True,morning,True,False,0,0.28
225037,urban,3,0.75,45,daylight,foggy,True,True,evening,True,False,1,0.3
225038,urban,1,0.29,60,daylight,rainy,False,True,morning,True,True,1,0.39
225039,INVALID_ROAD_TYPE,3,0.63,25,dim,rainy,False,True,morning,False,False,0,0.35
225040,urban,2,0.85,25,night,clear,True,False,evening,True,False,3,0.61
225041,urban,2,0.56,45,dim,clear,True,True,morning,True,True,1,0.19
225042,rural,1,0.25,35,night,rainy,False,True,morning,True,False,0,0.39
225043,urban,4,0.63,60,dim,foggy,True,True,morning,False,True,0,0.43
225044,urban,3,0.68,60,dim,clear,True,False,morning,False,False,1,0.43
225045,rural,2,0.29,70,daylight,rainy,True,True,evening,False,True,1,0.45
225046,urban,3,0.22,70,daylight,foggy,True,False,afternoon,False,True,1,0.36
225047,rural,2,0.35,45,dim,foggy,False,False,evening,True,False,1,0.3
225048,highway,2,0.59,60,night,rainy,True,False,morning,True,False,1,0.79
225049,urban,3,0.36,35,daylight,clear,True,True,morning,True,False,1,0.22
225050,INVALID_ROAD_TYPE,1,0.39,60,dim,foggy,True,True,morning,False,True,0,0.41
225051,urban,2,0.55,45,daylight,foggy,True,False,afternoon,False,True,0,0.18
225052,rural,2,0.06,35,dim,foggy,True,False,afternoon,False,True,1,0.16
225053,urban,3,0.95,35,dim,foggy,True,True,evening,False,True,1,0.36
225054,urban,1,0.71,45,dim,foggy,True,False,afternoon,True,False,0,0.3
225055,urban,2,0.6,70,daylight,rainy,False,True,evening,False,False,0,0.5
225056,rural,2,0.44,70,dim,rainy,False,False,morning,False,False,1,0.43
225057,INVALID_ROAD_TYPE,2,0.32,45,daylight,foggy,False,True,afternoon,False,False,0,0.22
225058,rural,4,0.42,60,daylight,foggy,True,False,afternoon,True,False,0,0.36
225059,rural,2,0.7,70,dim,clear,False,False,morning,False,True,0,0.36
225060,urban,1,0.33,35,dim,clear,False,True,morning,False,True,1,0.18
225061,highway,1,0.85,25,dim,clear,True,False,afternoon,True,False,2,0.24
225062,highway,1,0.71,60,daylight,clear,True,True,afternoon,True,True,1,0.51
225063,highway,4,0.82,60,dim,rainy,False,False,evening,True,True,0,0.53
225064,INVALID_ROAD_TYPE,3,0.09,25,daylight,foggy,False,False,evening,False,True,0,0.09
225065,highway,2,0.9,25,night,foggy,True,True,afternoon,True,False,3,0.74
225066,INVALID_ROAD_TYPE,1,0.96,60,dim,rainy,True,True,morning,True,False,2,0.68
