id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
138000,highway,3,0.52,70,daylight,rainy,True,True,morning,True,False,3,0.48
138001,highway,3,0.15,45,daylight,foggy,False,True,afternoon,False,True,2,0.16
138002,urban,3,0.16,60,daylight,clear,True,False,evening,True,False,2,0.29
138003,urban,2,0.34,25,daylight,foggy,True,False,evening,True,True,1,0.22
138004,highway,4,0.03,25,dim,rainy,False,False,evening,False,True,2,0.16
138005,highway,3,0.63,70,daylight,foggy,True,False,evening,True,True,1,0.57
138006,highway,3,0.51,70,daylight,clear,True,True,afternoon,True,True,2,0.31
138007,rural,3,0.35,60,daylight,rainy,False,False,morning,True,True,1,0.38
138008,urban,3,0.47,70,daylight,rainy,True,False,afternoon,True,False,1,0.43
138009,rural,1,0.82,35,daylight,rainy,True,False,afternoon,True,False,2,0.35
138010,urban,4,0.49,70,daylight,foggy,False,True,afternoon,False,False,0,0.34
138011,highway,3,0.28,60,dim,clear,True,False,evening,True,True,1,0.27
138012,rural,3,0.88,45,dim,clear,False,False,afternoon,False,True,0,0.31
138013,rural,0,0.52,35,night,rainy,True,False,evening,True,False,0,0.46
138014,rural,-1,0.94,25,dim,clear,True,False,morning,False,True,2,0.25
138015,urban,999,0.17,45,dim,foggy,True,False,morning,False,False,2,0.19
138016,urban,4,0.0,45,night,foggy,False,False,afternoon,False,False,1,0.35
138017,rural,4,0.58,60,dim,foggy,True,False,afternoon,False,True,2,0.39
138018,highway,2,0.43,70,night,clear,False,False,evening,False,True,2,0.44
138019,urban,1,0.47,45,night,rainy,True,False,afternoon,True,False,2,0.4
138020,rural,-1,0.74,70,night,clear,True,False,evening,True,True,1,0.57
138021,rural,3,0.03,35,dim,rainy,True,False,morning,False,True,0,0.12
138022,rural,4,0.12,70,dim,foggy,False,True,morning,False,True,0,0.28
138023,highway,3,0.76,70,night,foggy,True,False,evening,False,False,3,0.73
138024,highway,3,0.93,25,dim,foggy,True,False,morning,True,False,2,0.33
138025,urban,3,0.66,35,night,foggy,True,True,evening,False,False,2,0.47
138026,urban,2,0.12,45,night,foggy,True,True,afternoon,True,True,2,0.4
138027,urban,3,0.51,35,night,clear,True,False,morning,False,True,0,0.37
138028,highway,4,0.13,45,dim,clear,True,False,morning,True,True,1,0.05
138029,urban,2,0.19,60,daylight,foggy,False,True,evening,True,True,1,0.27
138030,rural,0,0.56,60,daylight,clear,True,True,afternoon,True,False,0,0.35
138031,highway,1,0.68,70,dim,foggy,True,True,afternoon,False,True,2,0.55
138032,rural,4,0.04,60,daylight,rainy,True,False,evening,False,False,1,0.28
138033,highway,2,0.15,45,dim,clear,True,False,morning,True,False,1,0.01
138034,rural,1,0.19,70,daylight,foggy,False,False,evening,False,False,0,0.39
138035,rural,2,0.36,35,daylight,clear,True,False,afternoon,False,False,2,0.08
138036,highway,2,0.39,70,dim,clear,False,True,morning,False,False,1,0.39
138037,highway,4,0.14,35,daylight,rainy,True,True,evening,False,True,2,0.14
138038,highway,2,0.77,35,night,rainy,True,True,evening,True,False,2,0.65
138039,rural,4,0.69,45,dim,foggy,True,False,morning,True,True,2,0.36
138040,rural,3,0.78,70,night,clear,False,True,morning,False,False,2,0.75
138041,rural,3,0.51,70,daylight,clear,False,False,afternoon,True,False,1,0.32
138042,rural,3,0.71,60,daylight,rainy,False,True,morning,True,False,2,0.45
138043,urban,3,0.6,35,daylight,foggy,False,False,morning,False,True,1,0.28
138044,rural,1,0.16,60,daylight,foggy,True,True,morning,False,False,2,0.29
138045,highway,4,0.59,45,dim,clear,True,False,afternoon,False,False,0,0.23
138046,highway,1,0.18,60,dim,clear,False,False,evening,False,False,2,0.24
138047,urban,4,0.82,45,daylight,foggy,False,False,afternoon,False,True,2,0.43
138048,highway,2,0.94,60,dim,foggy,False,False,evening,True,False,2,0.52
138049,urban,4,0.4,25,daylight,clear,True,True,morning,True,True,0,0.12
138050,rural,1,0.58,70,daylight,foggy,True,True,morning,False,False,1,0.44
138051,highway,3,0.31,70,daylight,foggy,True,True,evening,True,True,1,0.37
138052,rural,999,0.9,25,dim,clear,False,False,morning,False,True,1,0.27
138053,highway,2,0.59,60,night,clear,False,False,evening,False,True,0,0.64
138054,rural,1,0.82,45,night,rainy,False,False,morning,True,True,1,0.56
138055,highway,1,0.48,25,dim,foggy,False,False,morning,False,False,1,0.2
138056,rural,2,0.07,45,night,clear,False,True,morning,True,False,0,0.29
138057,highway,1,0.07,35,daylight,clear,False,False,morning,True,True,1,0.02
138058,rural,2,0.9,35,dim,foggy,True,False,afternoon,True,False,2,0.31
138059,rural,2,0.3,35,dim,rainy,True,False,afternoon,False,True,1,0.21
138060,urban,4,0.44,70,night,clear,False,False,afternoon,True,False,1,0.49
138061,urban,-1,0.88,25,dim,rainy,True,True,afternoon,True,False,3,0.47
138062,urban,4,0.28,25,night,rainy,False,False,morning,False,True,1,0.47
138063,highway,4,0.7,70,night,foggy,True,False,afternoon,True,True,4,0.76
