id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
466000,rural,2,0.54,35,dim,foggy,True,False,morning,False,True,2,0.35
466001,highway,1,0.35,35,dim,rainy,False,True,afternoon,False,False,0,0.18
466002,urban,1,0.15,60,night,clear,False,True,evening,True,False,2,0.56
466003,rural,3,0.95,45,dim,foggy,True,False,evening,True,False,1,0.26
466004,highway,4,0.2,60,daylight,foggy,True,False,evening,True,False,2,0.3
466005,urban,2,0.47,60,daylight,foggy,False,False,evening,True,True,0,0.49
466006,urban,3,0.75,60,night,clear,True,True,evening,True,False,1,0.55
466007,urban,4,0.67,60,night,clear,True,True,evening,True,True,1,0.59
466008,highway,4,0.29,45,daylight,clear,True,True,evening,False,False,2,0.12
466009,rural,1,0.76,45,night,clear,True,True,afternoon,False,False,0,0.3
466010,highway,1,0.06,35,night,clear,False,False,evening,False,True,1,0.19
466011,rural,1,0.8,45,dim,rainy,False,True,morning,True,True,2,0.42
466012,rural,4,0.25,60,dim,clear,True,True,evening,True,True,0,0.31
466013,highway,1,0.72,60,daylight,foggy,False,True,morning,False,False,1,0.58
466014,highway,4,0.56,60,night,rainy,True,True,evening,True,False,0,0.68
466015,rural,2,0.88,60,daylight,rainy,False,True,evening,True,True,3,0.54
466016,highway,2,0.35,45,night,rainy,True,True,morning,True,False,2,0.26
466017,urban,1,0.05,70,daylight,rainy,False,False,afternoon,False,True,0,0.24
466018,highway,3,0.08,25,dim,rainy,False,False,morning,False,False,0,0.14
466019,urban,3,0.43,45,dim,foggy,False,True,morning,True,True,0,0.27
466020,rural,2,0.43,25,dim,TORNADO,True,False,morning,True,True,1,0.18
466021,urban,3,0.98,35,dim,rainy,False,False,morning,False,False,1,0.3
466022,urban,1,0.53,25,night,TORNADO,False,True,afternoon,False,True,2,0.44
466023,highway,3,0.51,45,dim,foggy,False,True,morning,False,True,2,0.3
466024,rural,4,0.16,70,dim,clear,True,False,afternoon,False,False,2,0.21
466025,highway,2,0.67,25,night,foggy,False,False,afternoon,True,True,0,0.4
466026,urban,1,0.8,35,night,rainy,True,True,morning,True,True,0,0.55
466027,rural,1,0.34,45,dim,TORNADO,True,True,evening,False,True,2,0.02
466028,rural,4,0.59,45,night,foggy,True,True,morning,True,True,2,0.51
466029,urban,3,0.25,70,daylight,TORNADO,False,True,afternoon,False,True,0,0.28
466030,urban,2,0.16,60,daylight,clear,False,True,afternoon,True,False,2,0.3
466031,rural,3,0.58,60,dim,clear,False,True,morning,True,True,2,0.29
466032,rural,1,0.54,35,night,rainy,True,True,morning,True,False,3,0.56
466033,rural,4,0.26,45,daylight,rainy,False,False,afternoon,True,True,2,0.12
