id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
453500,highway,2,0.13,45,daylight,clear,False,True,afternoon,False,False,2,0.01
453501,rural,4,0.49,25,BRIGHT_NEON,rainy,False,False,morning,False,True,1,0.22
453502,rural,1,0.23,70,daylight,rainy,True,True,afternoon,True,False,0,0.4
453503,urban,1,0.41,70,dim,rainy,False,True,morning,False,False,1,0.37
453504,urban,3,0.36,35,daylight,foggy,True,True,morning,True,True,0,0.19
453505,rural,3,0.64,45,dim,foggy,True,True,evening,True,True,0,0.36
453506,highway,3,0.75,25,daylight,rainy,False,False,afternoon,False,True,1,0.34
453507,highway,4,0.51,25,BRIGHT_NEON,rainy,False,True,morning,False,True,0,0.34
453508,rural,2,0.69,35,dim,rainy,True,True,morning,True,True,1,0.41
453509,urban,3,0.49,45,night,rainy,False,True,morning,False,True,1,0.47
453510,urban,1,0.1,35,daylight,rainy,True,False,evening,True,True,1,0.13
453511,urban,4,0.08,35,BRIGHT_NEON,clear,False,False,evening,False,False,2,0.03
453512,highway,2,0.16,60,night,foggy,False,False,afternoon,True,False,1,0.62
453513,urban,1,0.5,25,daylight,foggy,True,False,evening,False,True,2,0.24
453514,urban,2,0.07,45,dim,clear,False,False,morning,False,True,1,0.03
453515,rural,2,0.6,45,dim,rainy,False,True,afternoon,False,False,2,0.34
453516,highway,4,0.12,70,BRIGHT_NEON,foggy,False,True,morning,True,True,1,0.48
453517,urban,4,0.81,25,BRIGHT_NEON,rainy,True,False,evening,True,False,1,0.35
453518,urban,4,0.72,25,daylight,clear,False,True,afternoon,True,False,1,0.18
453519,urban,4,0.65,70,daylight,foggy,False,False,morning,True,False,1,0.49
453520,highway,1,0.92,35,dim,clear,True,False,morning,True,False,3,0.4
453521,rural,4,0.32,35,night,rainy,False,True,morning,True,True,1,0.38
453522,highway,1,0.41,25,daylight,foggy,False,True,evening,False,False,0,0.24
453523,urban,2,0.99,45,dim,foggy,False,True,evening,False,True,1,0.36
453524,urban,4,0.71,60,daylight,rainy,True,True,afternoon,True,True,3,0.65
453525,urban,2,0.46,70,dim,rainy,True,False,evening,True,True,0,0.47
453526,highway,1,0.89,45,daylight,clear,False,True,afternoon,True,False,0,0.38
453527,highway,1,0.21,25,dim,foggy,False,False,morning,False,False,0,0.21
453528,rural,1,0.01,60,daylight,foggy,True,True,afternoon,False,False,1,0.26
453529,highway,2,0.84,60,dim,rainy,True,True,evening,False,True,0,0.51
453530,rural,3,0.73,70,night,foggy,False,False,morning,False,True,4,0.91
453531,urban,2,0.27,45,daylight,clear,True,False,morning,False,True,2,0.04
453532,highway,1,0.43,60,dim,clear,True,False,morning,False,False,1,0.26
453533,highway,2,0.65,60,daylight,clear,True,False,evening,True,False,0,0.37
453534,highway,2,0.64,35,daylight,rainy,False,False,morning,True,False,2,0.29
453535,urban,3,0.59,60,dim,clear,False,False,afternoon,False,True,1,0.38
453536,rural,2,0.3,70,daylight,clear,False,True,evening,True,True,1,0.29
453537,highway,1,0.23,45,BRIGHT_NEON,rainy,True,True,morning,True,False,0,0.11
453538,urban,3,0.41,35,daylight,rainy,True,True,evening,True,True,0,0.21
453539,highway,4,0.62,60,night,foggy,False,False,morning,False,True,2,0.72
453540,highway,1,0.13,35,dim,clear,False,True,evening,False,True,1,0.06
453541,urban,2,0.9,25,night,clear,False,True,evening,True,False,2,0.45
453542,urban,1,0.56,70,night,clear,True,False,morning,False,True,3,0.7
453543,rural,2,0.12,35,night,foggy,False,False,evening,False,False,1,0.35
453544,highway,3,0.01,35,daylight,clear,False,True,afternoon,False,True,1,0.03
453545,urban,4,0.47,70,dim,foggy,False,True,evening,False,True,1,0.51
453546,highway,1,0.07,45,daylight,foggy,False,True,morning,True,True,0,0.08
453547,rural,2,0.81,25,daylight,foggy,False,True,morning,True,True,1,0.36
453548,urban,4,0.25,25,BRIGHT_NEON,rainy,False,True,evening,False,True,0,0.14
453549,urban,2,0.38,45,daylight,clear,False,False,evening,False,False,1,0.05
453550,rural,2,0.85,35,daylight,foggy,False,False,evening,False,True,3,0.45
453551,highway,3,0.61,35,dim,clear,True,True,afternoon,True,True,1,0.19
453552,highway,3,0.82,70,daylight,foggy,True,False,evening,True,False,1,0.54
453553,rural,1,0.07,70,daylight,clear,True,True,evening,False,False,2,0.25
453554,highway,3,0.99,25,night,clear,True,True,afternoon,True,False,3,0.54
453555,urban,1,0.47,70,dim,rainy,True,False,afternoon,False,False,0,0.46
453556,rural,4,0.75,35,night,rainy,True,True,evening,True,False,0,0.58
453557,urban,2,0.63,45,night,rainy,True,True,afternoon,True,False,0,0.47
453558,rural,4,0.79,70,dim,foggy,True,True,afternoon,True,False,0,0.54
453559,urban,1,0.82,45,night,foggy,True,False,morning,True,False,2,0.57
453560,urban,3,0.57,45,night,clear,True,True,evening,False,True,1,0.34
453561,highway,3,0.98,70,dim,foggy,True,True,evening,False,False,2,0.62
453562,rural,4,0.69,25,dim,rainy,True,True,afternoon,False,True,0,0.29
453563,urban,1,0.87,45,dim,clear,True,True,evening,False,True,3,0.4
453564,urban,2,0.51,35,daylight,rainy,False,True,morning,True,False,0,0.27
453565,urban,1,0.02,60,dim,clear,True,True,afternoon,True,True,0,0.22
453566,rural,3,0.51,45,night,clear,False,False,afternoon,True,False,0,0.33
453567,highway,2,0.51,25,dim,foggy,False,True,evening,False,False,3,0.25
453568,rural,2,0.38,45,daylight,foggy,False,True,morning,False,False,1,0.18
453569,urban,1,0.0,45,daylight,clear,False,False,morning,True,True,0,0.04
453570,rural,1,0.28,35,dim,foggy,True,False,evening,True,False,2,0.26
453571,urban,4,0.86,35,night,clear,False,True,evening,True,False,1,0.46
453572,urban,2,0.42,70,dim,foggy,False,False,afternoon,False,False,1,0.42
453573,urban,2,0.63,25,night,clear,True,True,morning,True,True,1,0.41
453574,rural,2,0.73,35,daylight,rainy,False,False,evening,True,False,0,0.4
453575,urban,3,0.13,35,night,clear,False,False,morning,False,True,1,0.14
453576,urban,1,0.34,45,dim,rainy,False,True,morning,False,True,2,0.13
453577,urban,2,0.96,45,daylight,clear,False,True,morning,True,False,1,0.28
453578,highway,2,0.34,35,night,rainy,True,True,morning,False,True,2,0.43
453579,urban,3,0.4,35,dim,foggy,True,True,evening,True,False,2,0.25
453580,rural,4,0.04,70,daylight,clear,True,False,evening,True,True,0,0.15
453581,rural,4,0.11,35,night,foggy,False,True,afternoon,False,False,1,0.31
453582,urban,3,0.24,60,dim,clear,True,True,morning,False,True,0,0.29
453583,rural,2,0.28,25,daylight,foggy,True,False,afternoon,True,False,2,0.16
453584,urban,2,0.09,45,daylight,clear,False,False,morning,True,True,2,0.07
453585,highway,2,0.93,25,daylight,foggy,True,True,afternoon,True,False,2,0.46
453586,highway,1,0.03,70,night,clear,True,True,afternoon,True,True,2,0.37
453587,urban,3,0.59,45,night,foggy,False,True,afternoon,False,False,2,0.39
453588,highway,2,0.08,35,night,foggy,False,True,afternoon,False,False,1,0.24
453589,highway,1,0.66,25,night,clear,False,True,afternoon,False,False,3,0.42
453590,highway,4,0.77,70,daylight,foggy,True,True,afternoon,True,False,1,0.57
453591,urban,2,0.66,45,daylight,clear,False,False,afternoon,False,False,0,0.16
453592,highway,1,0.98,25,daylight,clear,False,False,afternoon,False,True,1,0.27
453593,urban,2,0.38,25,daylight,rainy,False,True,afternoon,True,False,2,0.34
453594,rural,1,0.63,25,night,clear,True,False,morning,True,False,2,0.28
453595,rural,3,0.97,35,daylight,rainy,False,False,evening,True,False,2,0.39
453596,urban,2,0.71,35,dim,rainy,True,True,evening,False,False,0,0.28
453597,rural,2,0.62,25,BRIGHT_NEON,rainy,True,False,evening,False,True,0,0.26
453598,highway,4,0.52,25,night,rainy,True,False,morning,False,True,3,0.56
453599,rural,3,0.76,45,dim,foggy,False,True,evening,False,True,3,0.46
453600,highway,2,0.52,25,night,clear,True,False,morning,True,False,1,0.48
453601,rural,3,0.77,35,BRIGHT_NEON,foggy,True,True,morning,False,False,3,0.42
453602,highway,3,0.71,70,dim,foggy,True,False,evening,False,True,1,0.56
453603,urban,4,0.14,70,daylight,rainy,False,True,evening,True,False,1,0.29
453604,highway,1,0.7,60,dim,foggy,True,True,afternoon,True,True,2,0.42
453605,rural,4,0.91,70,daylight,rainy,True,False,afternoon,False,True,3,0.67
453606,rural,3,0.78,35,night,foggy,False,True,afternoon,False,False,0,0.52
453607,urban,1,0.96,35,dim,clear,True,False,morning,True,True,2,0.37
453608,rural,4,0.57,25,daylight,rainy,True,False,evening,True,False,3,0.34
453609,urban,3,0.3,35,dim,clear,False,False,morning,False,True,1,0.04
453610,rural,3,0.1,60,BRIGHT_NEON,clear,False,False,morning,False,True,0,0.23
453611,rural,1,0.33,60,dim,rainy,False,False,afternoon,True,False,0,0.41
453612,highway,4,0.9,25,night,clear,True,False,morning,False,True,4,0.64
453613,rural,4,0.88,35,daylight,clear,True,True,morning,True,False,2,0.26
453614,highway,3,0.01,60,dim,foggy,False,True,evening,True,False,1,0.33
453615,urban,4,0.62,25,dim,rainy,True,False,afternoon,True,True,2,0.34
453616,urban,2,0.67,60,night,foggy,True,False,afternoon,True,True,1,0.63
453617,highway,3,0.53,35,daylight,rainy,True,True,morning,False,False,0,0.25
453618,highway,1,0.3,45,daylight,rainy,True,False,morning,True,False,0,0.17
453619,rural,3,0.59,35,daylight,foggy,False,True,evening,False,False,2,0.22
453620,highway,4,0.94,45,daylight,clear,False,False,morning,False,True,1,0.31
453621,highway,1,0.08,60,BRIGHT_NEON,clear,True,False,afternoon,True,False,1,0.44
453622,urban,2,0.15,25,night,clear,False,True,afternoon,False,False,0,0.24
453623,highway,3,0.04,45,dim,clear,True,False,evening,True,True,0,0.04
453624,rural,2,0.82,35,dim,clear,False,False,evening,True,False,0,0.21
453625,rural,4,0.23,60,dim,rainy,False,False,afternoon,False,True,1,0.27
453626,urban,3,0.05,25,daylight,rainy,False,False,afternoon,False,True,1,0.11
453627,urban,3,0.59,60,dim,rainy,False,True,evening,True,False,0,0.44
453628,highway,3,0.27,70,dim,clear,True,True,evening,False,True,0,0.26
453629,highway,3,0.52,70,night,foggy,False,True,evening,True,True,0,0.6
453630,highway,3,0.04,35,night,foggy,True,False,afternoon,False,True,2,0.34
453631,highway,3,0.26,25,BRIGHT_NEON,foggy,True,True,afternoon,False,True,1,0.37
453632,rural,1,0.58,25,night,clear,False,True,afternoon,True,True,2,0.29
453633,urban,1,0.2,25,night,rainy,False,True,evening,False,False,2,0.42
453634,rural,1,0.93,45,night,clear,True,True,evening,True,True,0,0.39
453635,rural,1,0.32,35,night,clear,True,True,evening,True,True,2,0.28
453636,urban,4,0.51,45,dim,foggy,True,True,afternoon,False,True,1,0.21
453637,urban,1,0.88,70,night,foggy,True,True,afternoon,True,True,0,0.79
453638,urban,3,0.79,35,daylight,rainy,False,True,morning,True,True,2,0.2
453639,rural,2,0.65,25,dim,clear,False,False,morning,False,True,0,0.19
453640,highway,3,0.26,25,dim,rainy,False,False,morning,False,False,2,0.26
453641,highway,2,0.56,70,night,clear,True,False,morning,True,False,1,0.47
453642,highway,2,0.73,25,night,clear,True,False,afternoon,False,False,1,0.35
453643,rural,4,0.6,25,night,clear,False,True,evening,True,False,2,0.43
453644,urban,3,0.2,45,dim,foggy,True,False,morning,True,True,1,0.22
453645,rural,3,0.22,70,daylight,clear,False,True,evening,True,False,2,0.32
453646,urban,3,0.66,45,dim,rainy,False,True,evening,False,False,0,0.4
453647,rural,1,0.07,70,daylight,clear,True,False,evening,False,True,0,0.25
453648,rural,4,0.28,25,dim,foggy,True,False,afternoon,False,False,1,0.22
453649,urban,2,0.56,60,night,foggy,False,True,morning,True,False,2,0.67
453650,highway,2,0.7,60,night,foggy,True,True,afternoon,True,False,1,0.64
453651,urban,4,0.04,70,dim,foggy,True,False,evening,False,False,1,0.46
453652,highway,2,0.31,25,daylight,clear,True,False,morning,False,False,0,0.16
453653,urban,1,0.21,45,night,foggy,False,False,morning,False,False,1,0.31
453654,rural,4,0.48,70,dim,foggy,True,False,afternoon,True,True,1,0.45
453655,rural,1,0.3,25,dim,clear,True,False,afternoon,False,True,1,0.07
453656,rural,4,0.65,35,night,foggy,False,True,evening,False,True,2,0.44
453657,highway,2,0.24,70,dim,clear,False,False,afternoon,True,False,0,0.33
453658,highway,4,0.31,25,daylight,rainy,True,False,morning,True,False,0,0.19
453659,rural,2,0.88,70,daylight,foggy,False,True,afternoon,True,True,1,0.56
453660,highway,2,0.1,45,night,foggy,True,False,afternoon,False,False,0,0.37
453661,rural,1,0.16,60,dim,foggy,False,True,evening,True,False,0,0.41
453662,rural,4,0.24,45,dim,clear,False,False,afternoon,False,False,1,0.08
453663,rural,2,0.19,45,daylight,rainy,True,True,afternoon,True,True,2,0.25
453664,rural,1,0.52,25,dim,rainy,False,False,afternoon,True,True,1,0.22
453665,rural,4,0.33,35,dim,foggy,True,False,morning,False,True,0,0.22
453666,highway,2,0.36,60,night,clear,False,False,afternoon,True,True,1,0.54
453667,highway,3,0.81,25,daylight,foggy,True,False,afternoon,False,False,1,0.35
453668,highway,1,0.83,35,dim,clear,False,True,morning,True,True,0,0.28
453669,urban,2,0.33,60,daylight,foggy,True,True,morning,False,False,2,0.32
453670,highway,4,0.81,45,daylight,clear,False,True,evening,True,False,0,0.33
453671,rural,3,0.52,70,night,clear,False,False,evening,False,True,2,0.43
453672,rural,2,0.91,35,night,clear,True,True,afternoon,True,False,1,0.41
453673,highway,4,0.46,70,daylight,clear,False,True,evening,True,False,2,0.2
453674,urban,1,0.29,25,daylight,foggy,True,True,morning,False,True,1,0.11
453675,highway,4,0.94,45,dim,rainy,False,True,morning,True,True,1,0.3
453676,rural,1,0.1,25,daylight,foggy,True,True,morning,False,True,1,0.14
453677,rural,2,0.65,45,dim,rainy,True,True,afternoon,False,True,0,0.33
453678,highway,3,0.14,60,daylight,clear,True,False,morning,True,False,2,0.29
453679,rural,1,0.21,35,night,foggy,False,False,morning,True,True,0,0.41
453680,urban,2,0.07,35,night,rainy,False,True,afternoon,False,False,0,0.3
453681,rural,1,0.85,60,night,clear,False,True,afternoon,True,False,0,0.52
453682,highway,3,0.82,60,BRIGHT_NEON,clear,False,True,morning,True,False,1,0.62
453683,rural,2,0.45,25,dim,rainy,True,True,afternoon,False,True,1,0.32
453684,rural,4,0.85,70,daylight,foggy,True,False,afternoon,True,False,2,0.62
453685,highway,4,0.52,35,dim,foggy,False,False,evening,True,False,0,0.27
453686,rural,2,0.12,25,night,rainy,True,False,morning,True,False,1,0.38
453687,highway,3,0.77,70,dim,foggy,True,True,evening,False,True,0,0.56
453688,rural,3,0.9,35,daylight,foggy,False,False,evening,True,True,0,0.41
453689,rural,3,0.05,60,daylight,rainy,True,False,afternoon,False,True,1,0.26
453690,highway,3,0.92,25,daylight,foggy,False,True,evening,True,False,0,0.33
453691,urban,2,0.14,60,daylight,rainy,False,False,morning,False,True,1,0.2
453692,urban,3,0.64,60,BRIGHT_NEON,rainy,False,True,evening,True,False,1,0.55
453693,urban,3,0.67,70,daylight,foggy,False,True,morning,False,False,1,0.51
453694,highway,4,0.61,35,BRIGHT_NEON,foggy,False,False,afternoon,True,False,2,0.33
453695,highway,1,0.59,25,daylight,clear,True,False,morning,True,True,1,0.12
453696,urban,4,0.2,45,daylight,clear,True,False,morning,False,False,1,0.02
453697,highway,1,0.61,25,dim,foggy,True,True,morning,True,False,2,0.3
453698,rural,3,0.95,35,daylight,foggy,True,False,morning,True,True,0,0.37
453699,rural,4,0.51,25,dim,foggy,True,True,morning,True,True,1,0.25
453700,highway,1,0.38,45,dim,clear,False,True,morning,False,True,0,0.17
453701,rural,1,0.37,25,night,foggy,False,False,evening,False,True,1,0.39
453702,rural,4,0.34,60,daylight,rainy,True,False,evening,False,False,0,0.4
453703,urban,1,0.77,25,night,clear,False,False,afternoon,False,False,2,0.45
453704,highway,4,0.36,70,dim,foggy,False,False,afternoon,False,True,2,0.32
453705,urban,4,0.81,35,daylight,clear,True,False,evening,False,True,1,0.22
453706,urban,3,0.47,45,dim,rainy,False,False,afternoon,True,True,2,0.25
453707,urban,1,0.56,70,dim,foggy,True,False,evening,True,False,1,0.52
453708,urban,1,0.35,35,night,foggy,True,True,afternoon,False,False,0,0.37
453709,rural,3,0.41,60,daylight,clear,False,True,evening,True,True,1,0.34
453710,rural,2,0.04,60,dim,foggy,False,False,morning,True,True,1,0.33
453711,urban,2,0.48,35,night,rainy,True,True,morning,False,True,1,0.47
453712,urban,3,0.51,45,dim,clear,True,True,evening,False,True,1,0.18
453713,highway,2,0.12,35,night,foggy,False,True,morning,False,False,0,0.28
453714,rural,1,0.65,60,daylight,foggy,True,True,evening,True,False,0,0.53
453715,urban,1,0.43,60,dim,clear,True,True,evening,False,True,1,0.34
453716,highway,4,0.22,35,night,foggy,False,True,evening,False,False,0,0.46
453717,urban,2,0.09,60,daylight,rainy,False,False,morning,False,False,1,0.27
