id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
260500,highway,0,0.0,35,daylight,clear,True,False,morning,True,True,2,0.02
260501,urban,4,0.75,70,night,foggy,True,False,evening,True,True,1,0.78
260502,urban,2,0.45,60,dim,rainy,True,False,afternoon,False,True,1,0.43
260503,rural,3,0.57,45,dim,rainy,True,True,evening,False,False,1,0.28
260504,highway,1,0.61,45,dim,clear,True,False,morning,True,True,0,0.12
260505,urban,2,0.24,70,daylight,rainy,False,True,afternoon,False,True,1,0.44
260506,highway,1,0.75,45,dim,rainy,True,True,morning,True,False,1,0.37
260507,rural,2,0.35,60,daylight,foggy,True,False,evening,False,False,0,0.44
260508,rural,3,0.4,45,dim,foggy,True,True,evening,True,True,2,0.16
260509,rural,1,0.87,25,night,rainy,True,True,evening,False,False,3,0.62
260510,urban,999,0.58,45,night,rainy,True,False,morning,False,False,2,0.47
260511,highway,2,0.66,45,night,clear,False,False,evening,True,True,2,0.48
260512,highway,4,0.78,60,dim,clear,True,False,morning,False,True,0,0.52
260513,highway,1,0.99,60,night,foggy,False,True,morning,True,False,0,0.73
260514,highway,1,0.48,60,daylight,foggy,False,False,afternoon,True,False,0,0.45
260515,highway,1,0.59,25,dim,rainy,True,False,morning,True,False,1,0.26
260516,urban,4,0.4,70,dim,clear,False,True,afternoon,True,True,0,0.32
260517,urban,1,0.21,25,daylight,rainy,True,False,evening,False,True,1,0.22
260518,rural,999,0.58,60,night,clear,False,False,evening,False,True,2,0.67
260519,rural,1,0.43,35,daylight,rainy,True,False,evening,True,True,1,0.21
260520,urban,2,0.71,60,night,clear,True,True,morning,False,False,1,0.57
260521,urban,4,0.03,35,daylight,foggy,False,False,afternoon,False,True,0,0.06
260522,urban,1,0.04,25,daylight,foggy,True,True,afternoon,True,False,1,0.09
260523,rural,4,0.67,70,daylight,foggy,False,True,morning,False,True,3,0.55
260524,rural,3,0.07,45,daylight,rainy,False,True,morning,False,False,2,0.16
260525,highway,1,0.57,45,dim,rainy,True,False,morning,False,False,1,0.25
260526,rural,4,0.65,25,daylight,foggy,False,True,evening,False,True,0,0.25
260527,highway,3,0.98,45,night,foggy,True,False,morning,True,True,1,0.58
260528,urban,2,0.13,35,dim,clear,True,False,afternoon,False,False,1,0.04
260529,rural,1,0.73,60,dim,foggy,False,True,evening,True,True,2,0.5
260530,highway,2,0.02,35,night,foggy,True,False,evening,True,True,2,0.38
260531,rural,1,0.35,70,daylight,clear,True,False,afternoon,False,True,1,0.28
260532,urban,4,0.46,35,dim,clear,False,True,morning,False,True,2,0.16
260533,rural,-1,0.69,70,night,clear,True,True,morning,False,False,2,0.58
260534,highway,1,0.19,35,dim,clear,False,True,afternoon,False,True,1,0.07
260535,urban,3,0.88,35,dim,foggy,True,False,morning,True,False,0,0.26
260536,rural,1,0.67,60,dim,clear,False,True,evening,True,True,1,0.4
260537,rural,2,0.93,60,dim,foggy,False,True,afternoon,False,False,2,0.54
260538,urban,-1,0.67,70,night,foggy,True,True,morning,False,False,0,0.72
260539,highway,2,0.53,25,night,rainy,True,True,afternoon,False,True,1,0.44
260540,rural,1,0.53,70,dim,foggy,True,False,evening,True,True,2,0.49
260541,rural,1,0.43,70,dim,foggy,False,True,morning,False,False,0,0.39
260542,urban,3,0.02,45,dim,foggy,False,False,afternoon,False,True,1,0.05
260543,urban,4,0.37,60,night,clear,False,True,morning,False,False,0,0.47
260544,rural,1,0.37,60,night,rainy,False,False,afternoon,True,False,1,0.68
260545,rural,4,0.97,60,daylight,foggy,False,True,afternoon,True,False,3,0.64
260546,urban,4,0.12,45,dim,rainy,False,False,afternoon,True,False,1,0.05
260547,rural,4,0.25,45,dim,clear,True,True,morning,False,True,0,0.09
260548,rural,3,0.46,35,dim,foggy,False,True,evening,True,False,1,0.15
260549,urban,2,0.01,25,night,clear,True,True,evening,False,False,1,0.18
260550,highway,1,0.71,35,daylight,foggy,True,False,afternoon,True,True,1,0.28
