id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
190000,highway,2,0.25,45,daylight,rainy,False,True,evening,True,True,1,0.16
190001,highway,4,0.81,70,dim,clear,False,True,morning,True,False,2,0.43
190002,rural,3,0.04,45,daylight,foggy,False,True,afternoon,True,False,1,0.08
190003,rural,1,0.71,70,dim,clear,False,True,evening,False,True,1,0.46
190004,rural,4,0.62,60,dim,clear,True,False,morning,False,False,0,0.36
190005,rural,3,0.36,45,night,rainy,True,False,evening,False,False,2,0.38
190006,  rural  ,3,0.51,60,daylight,rainy,False,True,afternoon,True,False,1,0.42
190007,highway,3,0.68,70,dim,rainy,True,False,  morning  ,False,False,3,0.53
190008,highway,2,0.63,45,dim,clear,True,True,morning,False,True,0,0.13
190009,rural,2,999.0,60,dim,clear,False,False,morning,True,True,1,0.27
190010,urban,1,0.1,35,daylight,foggy,True,True,evening,False,True,1,0.14
190011,highway,4,0.85,25,dim,foggy,False,False,evening,True,True,0,0.3
190012,highway,4,0.29,70,daylight,foggy,True,False,morning,False,False,1,0.38
190013,urban,1,0.29,45,daylight,rainy,False,True,morning,True,True,2,0.13
190014,highway,2,0.8,60,night,rainy,True,False,afternoon,True,False,1,0.63
190015,rural,4,0.3,25,daylight,foggy,True,True,afternoon,False,True,2,0.24
190016,rural,4,0.01,35,daylight,foggy,False,False,morning,False,False,0,0.13
190017,urban,2,0.74,35,daylight,clear,False,False,  morning  ,False,True,1,0.25
190018,highway,4,0.43,60,daylight,foggy,False,True,  afternoon  ,True,False,1,0.47
190019,urban,1,0.83,60,daylight,foggy,False,False,afternoon,True,True,0,0.57
190020,highway,2,0.89,35,daylight,clear,True,False,evening,True,True,1,0.3
190021,rural,2,0.14,25,dim,  clear  ,True,True,morning,True,False,2,0.17
190022,rural,3,0.58,60,daylight,rainy,False,False,afternoon,True,False,2,0.44
190023,rural,1,0.77,60,dim,rainy,False,True,afternoon,True,True,0,0.49
190024,urban,3,0.87,45,dim,rainy,True,True,afternoon,True,False,3,0.32
190025,rural,2,0.79,45,daylight,rainy,True,False,afternoon,False,True,1,0.35
190026,highway,3,0.95,35,dim,foggy,True,False,afternoon,False,True,1,0.31
190027,rural,2,0.85,70,daylight,foggy,True,False,morning,True,True,2,0.53
190028,highway,1,0.35,35,dim,foggy,False,False,evening,True,True,0,0.32
190029,rural,4,0.08,60,  night  ,rainy,False,False,evening,False,False,1,0.48
190030,  rural  ,2,0.7,35,dim,rainy,False,True,evening,True,True,1,0.25
190031,rural,4,0.89,35,dim,rainy,False,True,evening,True,False,2,0.3
190032,  highway  ,2,0.78,25,daylight,rainy,True,True,evening,True,True,1,0.34
190033,urban,3,0.37,70,daylight,rainy,False,True,morning,False,True,1,0.37
190034,urban,1,0.77,35,dim,foggy,True,False,evening,True,False,1,0.28
190035,rural,1,0.14,35,dim,rainy,False,True,morning,False,False,0,0.07
190036,  highway  ,1,0.06,35,dim,foggy,False,True,morning,True,False,1,0.09
190037,rural,2,0.77,35,night,foggy,False,False,morning,False,True,3,0.65
190038,urban,2,0.57,25,dim,clear,True,False,evening,False,True,2,0.19
190039,urban,3,0.69,45,daylight,clear,True,True,  morning  ,False,False,1,0.19
190040,highway,3,-45.0,60,  dim  ,foggy,False,False,evening,True,True,0,0.45
190041,rural,4,0.58,60,  night  ,clear,True,True,afternoon,True,False,0,0.63
190042,highway,2,0.55,60,dim,foggy,True,False,afternoon,False,False,3,0.53
190043,urban,2,0.74,45,night,foggy,False,True,morning,False,False,2,0.42
190044,rural,2,0.94,35,daylight,foggy,False,False,afternoon,True,False,0,0.36
190045,highway,4,0.51,60,daylight,rainy,False,False,  morning  ,False,False,2,0.52
190046,highway,2,0.58,35,night,clear,True,False,morning,False,False,1,0.42
190047,highway,3,0.41,45,night,rainy,False,True,afternoon,True,True,2,0.39
190048,highway,4,0.58,60,  night  ,clear,False,True,afternoon,False,False,1,0.53
190049,  highway  ,2,0.3,45,night,clear,False,False,evening,True,True,1,0.23
190050,urban,1,0.37,45,daylight,rainy,True,True,morning,False,True,1,0.24
190051,rural,4,0.58,70,daylight,foggy,True,True,morning,False,False,2,0.48
190052,highway,4,0.26,35,  dim  ,  rainy  ,True,True,afternoon,True,True,1,0.17
190053,rural,1,0.68,60,daylight,rainy,False,True,morning,True,False,2,0.6
190054,highway,4,0.14,45,dim,clear,False,True,evening,True,True,0,0.09
190055,highway,2,0.36,60,night,clear,True,True,afternoon,True,False,0,0.2
190056,highway,4,0.05,70,night,clear,False,True,evening,True,True,1,0.42
190057,highway,4,0.22,35,  dim  ,clear,False,True,  afternoon  ,True,False,0,0.15
190058,highway,1,0.21,25,daylight,clear,True,True,evening,True,False,0,0.13
190059,highway,1,0.32,45,night,  clear  ,False,True,morning,False,True,2,0.2
190060,highway,3,0.36,25,daylight,foggy,True,True,afternoon,True,True,2,0.16
190061,highway,4,0.3,25,night,clear,False,False,morning,False,False,0,0.24
190062,urban,3,0.48,45,night,  foggy  ,True,True,evening,False,True,1,0.49
190063,highway,2,0.32,45,dim,rainy,True,True,afternoon,True,True,0,0.15
190064,highway,4,0.98,45,night,foggy,True,True,morning,True,True,0,0.55
190065,highway,4,0.61,25,night,clear,True,True,morning,True,True,0,0.38
190066,highway,2,0.43,45,night,rainy,False,False,  evening  ,True,True,1,0.35
190067,urban,3,0.77,35,daylight,foggy,False,False,evening,False,True,0,0.29
190068,rural,2,0.97,60,daylight,clear,False,True,morning,True,False,0,0.37
190069,highway,4,0.62,45,night,foggy,False,False,evening,False,False,0,0.48
190070,urban,1,999.0,25,dim,clear,True,True,evening,False,True,2,0.19
190071,highway,2,0.86,60,daylight,clear,True,True,evening,True,False,1,0.39
190072,rural,3,0.72,60,night,  foggy  ,False,True,morning,True,True,0,0.66
190073,urban,4,0.54,35,dim,rainy,True,False,  afternoon  ,False,False,3,0.34
190074,urban,4,0.22,45,dim,  foggy  ,False,False,afternoon,True,False,2,0.16
190075,highway,1,0.21,35,daylight,rainy,True,True,evening,False,False,1,0.13
190076,rural,2,200.0,35,dim,  rainy  ,True,True,afternoon,False,False,2,0.27
190077,rural,4,0.94,60,daylight,  clear  ,True,False,morning,True,False,2,0.46
190078,rural,2,0.89,60,night,clear,True,True,morning,True,True,1,0.58
190079,urban,3,0.69,25,daylight,clear,True,True,morning,False,True,2,0.22
190080,highway,1,0.21,45,daylight,clear,False,False,morning,True,True,2,0.09
190081,urban,4,0.74,25,dim,foggy,True,True,evening,True,False,3,0.5
190082,urban,2,0.1,70,daylight,clear,False,False,morning,True,True,0,0.26
190083,rural,2,0.78,35,night,foggy,True,False,evening,True,True,1,0.49
190084,rural,3,0.11,45,  night  ,rainy,True,True,morning,False,True,2,0.33
190085,highway,2,200.0,70,daylight,foggy,False,False,morning,False,True,0,0.39
190086,rural,4,0.05,35,  dim  ,foggy,True,True,  morning  ,True,True,1,0.17
190087,rural,1,0.92,35,daylight,foggy,True,False,afternoon,False,True,0,0.33
190088,rural,1,0.76,45,night,clear,False,False,afternoon,True,False,1,0.62
190089,rural,4,0.53,35,night,rainy,True,True,morning,True,True,0,0.5
190090,rural,2,0.22,25,daylight,rainy,True,True,  afternoon  ,False,True,2,0.18
190091,rural,1,0.4,25,night,clear,True,False,  evening  ,False,True,1,0.39
190092,urban,3,0.37,70,daylight,rainy,True,True,evening,False,False,0,0.36
190093,highway,2,0.45,25,daylight,foggy,False,False,evening,False,False,2,0.24
190094,highway,1,0.33,45,daylight,clear,True,False,morning,False,False,2,0.14
