id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
77000,highway,2,0.46,45,dim,foggy,False,False,morning,False,True,0,0.12
77001,urban,3,0.57,45,night,rainy,True,True,evening,True,False,2,0.44
77002,urban,3,0.62,60,night,clear,False,True,morning,False,False,1,0.62
77003,rural,1,0.36,25,dim,foggy,False,False,evening,False,True,2,0.16
77004,highway,1,0.61,70,night,foggy,True,True,evening,False,False,1,0.6
77005,urban,3,0.57,25,night,clear,False,True,evening,False,True,1,0.36
77006,urban,3,0.28,25,daylight,clear,True,False,afternoon,False,True,1,0.11
77007,urban,2,0.57,25,night,clear,True,False,evening,True,True,1,0.34
77008,rural,3,0.51,35,daylight,rainy,True,True,evening,True,True,2,0.28
77009,rural,4,0.15,35,night,foggy,False,False,evening,True,False,2,0.35
77010,highway,3,0.65,35,night,clear,True,False,morning,True,False,1,0.45
77011,rural,3,0.08,70,daylight,clear,False,False,afternoon,False,True,1,0.31
77012,INVALID_ROAD_TYPE,1,0.77,60,night,clear,True,True,morning,False,False,2,0.64
77013,INVALID_ROAD_TYPE,3,0.41,45,daylight,clear,True,True,afternoon,True,True,0,0.07
77014,INVALID_ROAD_TYPE,4,0.21,60,daylight,clear,True,False,evening,False,True,0,0.34
77015,rural,2,0.29,25,night,clear,True,False,evening,True,False,2,0.34
77016,urban,4,0.51,45,night,clear,False,True,afternoon,False,True,0,0.34
77017,highway,2,0.54,45,daylight,rainy,False,True,evening,True,False,2,0.33
77018,highway,4,0.7,60,dim,clear,False,True,morning,True,False,3,0.44
77019,urban,4,0.8,60,night,clear,False,False,evening,False,True,1,0.6
77020,rural,3,0.08,25,daylight,rainy,True,False,morning,True,True,2,0.08
77021,highway,4,0.28,35,dim,clear,True,False,evening,True,True,0,0.06
77022,highway,1,0.23,45,dim,rainy,True,True,morning,False,False,0,0.21
77023,highway,3,0.28,70,dim,clear,False,False,morning,False,True,0,0.36
77024,highway,3,0.08,70,dim,clear,False,True,evening,True,False,0,0.15
77025,urban,3,0.79,45,daylight,clear,True,False,afternoon,False,True,0,0.32
77026,rural,3,0.6,45,night,foggy,True,True,afternoon,False,True,3,0.61
77027,urban,3,0.26,35,dim,rainy,True,True,morning,True,True,0,0.16
77028,rural,2,0.14,35,night,rainy,False,False,afternoon,True,False,0,0.31
77029,highway,1,0.85,35,night,clear,True,False,afternoon,False,True,3,0.64
77030,highway,1,0.02,35,night,clear,True,True,morning,False,False,1,0.25
77031,rural,2,0.28,25,night,rainy,True,False,evening,False,False,2,0.41
77032,rural,1,0.67,70,night,clear,False,False,afternoon,True,True,0,0.66
77033,rural,3,0.79,70,night,clear,False,False,morning,True,True,1,0.65
77034,highway,1,0.05,70,dim,foggy,False,False,morning,True,True,1,0.31
77035,highway,3,0.04,60,night,clear,False,False,afternoon,False,False,1,0.43
77036,highway,4,0.52,60,dim,clear,True,True,afternoon,False,False,2,0.48
77037,rural,2,0.67,25,dim,foggy,False,True,afternoon,False,False,1,0.35
77038,highway,4,0.46,25,daylight,foggy,True,True,morning,False,False,1,0.19
77039,urban,3,0.17,35,dim,rainy,True,False,afternoon,False,False,2,0.23
77040,highway,1,0.53,70,dim,clear,False,False,evening,True,False,2,0.33
77041,urban,1,0.63,70,daylight,clear,False,False,morning,False,True,1,0.41
77042,highway,1,0.2,25,night,foggy,False,False,afternoon,False,True,1,0.2
77043,INVALID_ROAD_TYPE,4,0.38,45,daylight,foggy,False,False,evening,False,False,1,0.17
77044,highway,3,0.71,25,night,foggy,True,True,afternoon,True,False,2,0.54
77045,rural,4,0.53,45,night,clear,True,True,evening,True,True,2,0.5
77046,rural,4,0.51,35,daylight,foggy,True,True,afternoon,True,False,0,0.25
77047,highway,2,0.42,35,dim,rainy,False,True,morning,False,False,1,0.25
77048,highway,4,0.47,25,dim,clear,True,False,morning,True,True,1,0.15
77049,rural,3,0.01,45,daylight,clear,True,True,morning,False,True,1,0.02
77050,INVALID_ROAD_TYPE,4,0.77,60,night,foggy,False,True,afternoon,False,False,2,0.75
77051,highway,1,0.11,35,night,rainy,True,True,evening,True,False,0,0.33
77052,urban,4,0.71,45,dim,foggy,False,False,morning,False,False,1,0.3
77053,rural,4,0.83,60,daylight,clear,False,True,afternoon,False,True,0,0.39
77054,highway,3,0.54,70,night,foggy,False,False,morning,True,True,1,0.66
77055,urban,1,0.66,25,night,rainy,True,False,morning,True,True,1,0.53
77056,highway,4,0.56,60,dim,clear,True,False,morning,False,False,1,0.42
77057,rural,2,0.85,35,daylight,foggy,True,False,morning,True,False,0,0.43
77058,rural,2,0.57,45,dim,rainy,False,False,evening,True,False,0,0.31
77059,rural,4,0.26,45,dim,rainy,False,False,morning,False,False,0,0.17
77060,urban,1,0.59,60,dim,foggy,True,True,morning,False,True,2,0.43
77061,highway,1,0.67,25,night,clear,True,False,morning,True,True,1,0.33
77062,rural,1,0.43,60,daylight,rainy,False,True,afternoon,True,True,2,0.54
