id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
388000,rural,2,0.38,70,daylight,clear,False,False,evening,True,True,1,0.3
388001,urban,3,0.61,60,daylight,clear,True,True,afternoon,True,False,1,0.34
388002,urban,4,0.86,45,dim,foggy,False,True,evening,False,True,1,0.32
388003,rural,3,0.54,25,dim,rainy,True,True,morning,True,False,1,0.23
388004,highway,2,0.59,35,dim,foggy,False,True,morning,False,True,1,0.26
388005,urban,1,0.73,60,daylight,foggy,True,True,afternoon,True,False,0,0.53
388006,highway,1,0.76,25,daylight,rainy,False,True,afternoon,False,False,0,0.28
388007,rural,3,200.0,35,night,clear,False,False,evening,True,True,2,0.49
388008,rural,1,0.46,45,night,clear,False,True,morning,False,False,1,0.35
388009,rural,4,0.75,35,night,foggy,False,False,morning,True,True,0,0.62
388010,highway,4,0.02,60,dim,clear,True,True,afternoon,False,False,1,0.25
388011,highway,4,0.15,25,night,clear,True,False,morning,False,True,2,0.2
388012,highway,1,0.49,25,daylight,rainy,True,True,morning,False,True,1,0.33
388013,urban,1,0.4,35,night,rainy,False,False,morning,True,True,2,0.4
388014,rural,1,0.07,25,night,rainy,True,True,evening,False,False,2,0.27
388015,urban,2,0.67,35,daylight,clear,True,False,afternoon,False,False,2,0.21
388016,rural,3,0.52,35,dim,clear,False,False,morning,False,False,1,0.12
388017,urban,1,0.92,60,dim,foggy,True,True,afternoon,False,True,0,0.59
388018,rural,1,-45.0,45,night,rainy,False,False,morning,False,True,2,0.39
388019,urban,2,0.4,35,daylight,rainy,False,False,evening,False,True,2,0.26
388020,highway,2,0.07,45,daylight,clear,True,False,afternoon,True,False,1,0.01
388021,urban,1,0.8,35,dim,foggy,False,False,evening,True,True,1,0.42
388022,urban,3,0.39,70,dim,foggy,False,False,afternoon,False,False,0,0.44
388023,rural,4,200.0,25,dim,foggy,False,True,morning,False,False,3,0.49
388024,highway,4,0.55,35,dim,rainy,False,True,afternoon,True,True,1,0.33
388025,rural,1,0.41,45,night,foggy,False,True,afternoon,True,False,2,0.37
388026,rural,4,0.52,60,night,foggy,True,False,afternoon,False,True,4,0.71
388027,urban,3,0.38,70,night,rainy,False,True,afternoon,False,False,2,0.67
388028,highway,4,0.27,25,dim,foggy,True,False,afternoon,True,False,1,0.27
388029,highway,1,0.15,25,daylight,rainy,False,True,morning,False,True,2,0.12
388030,rural,4,0.56,35,dim,clear,True,False,morning,True,True,1,0.17
388031,rural,1,0.04,25,night,foggy,True,True,evening,True,True,1,0.23
388032,urban,1,0.71,25,dim,rainy,True,False,morning,False,False,1,0.28
388033,rural,1,0.55,70,night,clear,False,True,afternoon,True,True,1,0.54
388034,rural,2,0.37,25,dim,foggy,True,False,evening,False,True,0,0.24
388035,urban,2,0.53,60,night,rainy,False,False,morning,True,True,1,0.54
388036,rural,3,0.63,45,dim,rainy,True,False,evening,False,False,1,0.28
388037,urban,1,0.93,35,dim,rainy,True,True,morning,True,True,1,0.35
388038,highway,1,0.26,35,dim,foggy,False,True,afternoon,True,False,0,0.21
388039,urban,2,999.0,35,daylight,clear,False,False,afternoon,False,False,2,0.01
388040,urban,2,0.7,70,dim,foggy,False,False,afternoon,True,True,2,0.53
388041,highway,1,0.19,35,dim,clear,False,True,morning,True,False,0,0.08
388042,highway,2,0.86,35,night,rainy,True,True,evening,True,True,0,0.58
388043,urban,2,0.34,25,night,clear,True,False,evening,False,True,0,0.25
388044,urban,4,0.58,60,daylight,clear,False,True,morning,True,False,1,0.4
388045,highway,1,0.72,70,dim,clear,False,True,morning,True,True,2,0.42
388046,rural,4,0.77,45,night,rainy,True,False,morning,True,False,1,0.51
388047,highway,2,0.63,35,night,rainy,True,False,afternoon,True,False,2,0.49
388048,rural,3,0.65,25,daylight,foggy,True,False,evening,False,True,3,0.32
388049,highway,1,0.62,25,daylight,foggy,False,False,morning,True,False,1,0.32
388050,highway,4,0.64,45,daylight,foggy,True,False,evening,False,True,1,0.39
388051,rural,4,0.25,70,dim,foggy,True,True,afternoon,True,False,1,0.3
388052,highway,1,0.75,35,daylight,rainy,True,False,morning,False,True,1,0.29
388053,urban,2,0.82,60,night,clear,False,True,morning,False,True,1,0.67
388054,highway,2,0.57,35,daylight,clear,False,False,afternoon,True,False,1,0.23
388055,highway,1,0.21,25,night,foggy,False,False,afternoon,False,True,1,0.38
388056,urban,2,0.57,60,dim,clear,False,True,afternoon,False,False,1,0.36
388057,urban,4,0.95,35,dim,rainy,False,False,evening,False,False,2,0.33
388058,urban,1,0.35,35,dim,clear,True,True,afternoon,True,False,1,0.07
388059,urban,1,999.0,25,night,rainy,True,False,evening,True,True,2,0.38
388060,highway,1,0.55,35,night,clear,True,False,evening,True,True,1,0.4
388061,rural,3,0.93,60,daylight,foggy,True,False,afternoon,True,True,0,0.51
388062,urban,2,0.02,25,night,rainy,False,False,evening,False,True,1,0.31
388063,urban,3,0.22,45,dim,foggy,False,False,morning,False,False,2,0.21
388064,highway,1,0.21,70,night,clear,False,True,morning,True,False,1,0.61
388065,highway,4,0.67,25,daylight,foggy,True,True,afternoon,True,False,1,0.26
388066,highway,3,0.89,60,dim,clear,True,False,evening,True,True,0,0.53
388067,rural,2,0.71,70,dim,clear,False,True,afternoon,True,True,2,0.44
388068,rural,3,0.53,35,night,rainy,True,False,morning,False,False,1,0.41
388069,urban,2,0.0,45,dim,rainy,True,True,morning,True,False,3,0.08
388070,urban,2,0.21,60,dim,rainy,False,False,evening,True,False,0,0.1
388071,highway,4,0.05,45,daylight,foggy,True,False,morning,True,False,0,0.06
388072,rural,4,0.35,25,daylight,foggy,False,True,evening,True,False,1,0.26
388073,rural,1,0.26,45,night,clear,False,False,afternoon,False,False,1,0.2
388074,highway,3,0.49,70,daylight,foggy,True,False,evening,False,False,1,0.46
388075,highway,1,0.7,45,night,foggy,True,True,afternoon,True,True,1,0.47
388076,rural,1,0.12,60,daylight,clear,True,False,morning,False,True,2,0.28
388077,rural,2,0.73,60,night,rainy,False,True,afternoon,True,False,2,0.74
388078,highway,1,0.98,45,daylight,clear,False,False,morning,False,True,2,0.29
388079,highway,2,0.23,45,dim,foggy,True,True,evening,False,True,0,0.22
388080,urban,4,0.04,45,night,clear,False,False,evening,False,False,1,0.27
388081,urban,4,0.15,70,dim,foggy,True,False,evening,False,True,0,0.31
388082,rural,1,0.56,70,daylight,clear,True,False,morning,False,False,2,0.37
388083,rural,2,0.73,70,daylight,rainy,False,True,afternoon,True,False,3,0.59
388084,highway,1,0.65,25,dim,rainy,False,True,evening,True,False,2,0.25
388085,highway,2,0.08,70,dim,rainy,True,True,morning,True,True,1,0.32
388086,highway,4,0.24,70,night,clear,False,True,morning,True,False,2,0.52
388087,urban,1,0.03,60,dim,rainy,True,True,afternoon,False,False,0,0.28
388088,rural,4,0.55,25,dim,clear,False,True,afternoon,False,False,1,0.17
388089,urban,4,0.67,35,night,foggy,True,True,evening,False,False,0,0.51
388090,highway,1,0.26,45,daylight,clear,True,False,morning,True,False,0,0.08
388091,highway,3,0.67,35,night,clear,True,False,afternoon,True,False,1,0.43
388092,highway,2,0.88,60,night,foggy,True,False,morning,False,True,3,0.87
388093,highway,2,0.28,25,night,foggy,True,True,morning,False,True,1,0.44
388094,rural,1,0.44,60,dim,foggy,False,False,morning,False,True,1,0.4
388095,urban,3,0.59,70,daylight,rainy,False,True,evening,False,False,1,0.47
388096,rural,3,0.32,45,dim,clear,False,False,evening,True,False,2,0.17
388097,rural,1,0.38,70,dim,rainy,False,False,afternoon,True,False,2,0.37
388098,rural,3,0.35,35,daylight,foggy,True,True,morning,False,False,2,0.23
388099,highway,4,0.22,35,daylight,clear,False,True,afternoon,False,True,1,0.05
388100,highway,4,0.32,70,daylight,foggy,True,False,evening,True,False,1,0.37
388101,highway,3,0.04,70,daylight,foggy,True,True,evening,True,True,2,0.35
388102,rural,2,0.46,35,daylight,foggy,False,True,afternoon,True,True,2,0.28
388103,rural,2,0.1,60,dim,rainy,True,False,morning,True,False,0,0.34
388104,urban,4,0.65,35,daylight,clear,True,False,evening,False,True,3,0.39
388105,rural,2,0.53,60,dim,foggy,True,False,afternoon,False,True,3,0.55
388106,highway,4,0.62,25,daylight,clear,True,True,afternoon,False,True,2,0.19
388107,urban,1,-45.0,45,night,foggy,False,True,morning,True,True,1,0.56
388108,rural,4,999.0,60,daylight,foggy,True,True,evening,True,True,3,0.63
388109,highway,1,0.63,25,dim,clear,False,False,afternoon,True,False,2,0.16
388110,rural,1,0.33,35,night,rainy,True,False,afternoon,False,True,2,0.45
388111,urban,4,0.33,35,night,clear,True,False,morning,True,False,1,0.26
388112,rural,3,0.36,25,daylight,rainy,True,False,afternoon,False,False,2,0.22
388113,highway,3,0.43,70,dim,rainy,True,False,morning,False,True,0,0.45
388114,urban,4,0.14,35,daylight,foggy,False,False,morning,True,True,1,0.17
388115,urban,3,0.96,25,daylight,clear,True,True,evening,False,False,0,0.3
388116,rural,3,0.46,35,dim,rainy,True,False,evening,True,False,1,0.25
388117,highway,4,0.13,25,dim,clear,False,True,evening,False,True,0,0.09
