id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
125000,rural,1,0.45,70,night,clear,False,False,evening,False,False,0,0.44
125001,rural,1,0.44,35,daylight,clear,True,True,morning,True,True,2,0.15
125002,highway,1,0.59,25,dim,clear,True,False,evening,True,False,2,0.15
125003,urban,1,0.53,70,daylight,foggy,False,True,afternoon,False,True,2,0.51
125004,urban,4,0.69,60,night,clear,False,True,evening,False,True,1,0.6
125005,rural,1,0.67,25,night,foggy,False,True,MIDNIGHT,False,True,1,0.43
125006,highway,1,0.16,35,daylight,rainy,False,False,afternoon,True,False,1,0.12
125007,urban,2,0.34,35,daylight,rainy,False,False,morning,False,True,1,0.23
125008,urban,2,0.29,70,dim,clear,True,False,evening,False,False,2,0.26
125009,rural,1,0.08,45,dim,foggy,False,True,evening,True,False,1,0.15
125010,urban,1,0.84,70,dim,clear,False,False,afternoon,True,True,1,0.48
125011,urban,3,0.05,60,night,clear,False,False,evening,False,True,2,0.42
125012,urban,2,0.23,45,dim,rainy,True,False,morning,False,True,-4,0.23
125013,urban,1,0.12,60,night,clear,True,True,morning,False,False,0,0.5
125014,rural,2,0.59,35,daylight,clear,False,True,evening,True,True,1,0.16
125015,urban,4,1.0,25,night,clear,False,False,evening,False,False,3,0.46
125016,highway,1,0.46,25,dim,rainy,True,False,afternoon,False,False,2,0.26
125017,highway,2,0.22,25,night,rainy,False,True,morning,True,True,-9,0.31
125018,rural,1,0.58,35,daylight,foggy,False,True,afternoon,True,False,1,0.3
125019,rural,2,0.21,35,dim,rainy,True,True,morning,False,False,1,0.21
125020,rural,2,0.95,25,dim,foggy,False,True,morning,True,False,1,0.33
125021,rural,2,0.87,45,night,clear,False,True,evening,True,False,1,0.48
125022,rural,1,0.29,60,daylight,rainy,True,True,morning,False,False,2,0.39
125023,highway,1,0.58,70,night,foggy,True,True,afternoon,False,False,1,0.72
125024,rural,3,0.76,45,night,rainy,True,True,morning,False,True,1,0.5
125025,urban,2,0.98,35,daylight,foggy,False,False,morning,False,True,2,0.35
125026,rural,4,0.13,70,daylight,rainy,True,True,MIDNIGHT,True,True,1,0.46
125027,urban,3,0.07,25,dim,clear,True,True,morning,False,True,-9,0.07
125028,rural,3,0.35,45,daylight,clear,True,False,MIDNIGHT,False,False,-8,0.12
125029,urban,1,0.61,70,daylight,clear,True,False,afternoon,True,True,0,0.25
125030,highway,2,0.01,25,night,rainy,False,False,MIDNIGHT,False,False,1,0.39
125031,highway,3,0.24,70,dim,foggy,True,False,evening,True,False,1,0.3
125032,urban,4,0.29,25,dim,foggy,False,False,afternoon,True,True,0,0.18
125033,urban,1,0.89,35,daylight,clear,True,False,afternoon,False,True,1,0.3
125034,rural,2,0.28,25,daylight,foggy,False,False,afternoon,False,False,0,0.16
125035,rural,2,0.33,45,daylight,clear,False,False,afternoon,True,False,-8,0.09
125036,highway,2,0.89,45,dim,foggy,False,False,morning,True,True,0,0.34
125037,rural,4,0.49,25,night,rainy,False,False,afternoon,False,False,2,0.45
125038,highway,3,0.17,70,dim,clear,True,True,evening,True,False,2,0.34
125039,rural,3,0.77,70,dim,rainy,False,True,evening,False,True,3,0.63
125040,rural,1,0.54,25,dim,rainy,True,True,afternoon,False,True,1,0.21
125041,rural,4,0.16,25,dim,foggy,False,False,afternoon,False,True,1,0.14
125042,highway,4,0.01,60,dim,rainy,True,True,afternoon,True,True,0,0.38
125043,urban,2,0.45,70,dim,clear,True,False,evening,True,True,2,0.32
125044,rural,4,0.11,60,dim,rainy,True,True,evening,True,False,0,0.1
125045,rural,2,0.89,25,dim,clear,True,False,evening,True,False,1,0.27
125046,urban,2,0.78,70,dim,foggy,False,False,evening,True,False,0,0.65
125047,highway,3,0.61,45,dim,foggy,True,False,evening,False,False,0,0.24
125048,highway,4,0.55,25,daylight,foggy,True,False,afternoon,True,False,0,0.34
125049,highway,1,0.57,45,night,foggy,True,True,MIDNIGHT,True,False,1,0.52
125050,rural,2,0.39,60,daylight,clear,True,False,evening,False,True,0,0.2
125051,urban,3,0.43,70,dim,rainy,True,True,afternoon,False,False,2,0.58
125052,urban,1,0.68,45,daylight,foggy,True,False,afternoon,False,False,1,0.39
125053,urban,3,0.58,45,night,rainy,True,True,afternoon,False,True,3,0.54
125054,urban,2,0.73,25,daylight,foggy,False,False,MIDNIGHT,True,True,0,0.41
125055,highway,4,0.2,60,night,clear,True,True,evening,False,False,2,0.36
125056,urban,1,0.18,60,daylight,rainy,False,False,afternoon,True,True,2,0.38
125057,urban,4,0.57,45,dim,foggy,False,False,morning,False,True,3,0.41
125058,urban,1,0.02,60,dim,foggy,True,False,afternoon,True,False,2,0.27
125059,rural,1,0.1,70,dim,rainy,False,False,evening,True,False,2,0.4
125060,urban,2,0.21,35,dim,rainy,False,True,evening,False,True,-9,0.09
125061,highway,4,0.36,45,dim,clear,False,True,evening,True,True,1,0.07
125062,rural,1,0.4,60,dim,rainy,False,False,afternoon,False,True,0,0.38
125063,urban,4,0.37,70,daylight,foggy,True,False,afternoon,True,True,2,0.38
125064,rural,2,0.1,45,night,rainy,True,True,afternoon,False,True,0,0.34
125065,rural,3,0.19,45,daylight,rainy,False,True,evening,False,False,0,0.16
125066,rural,4,0.05,70,daylight,rainy,False,False,afternoon,True,True,1,0.26
125067,urban,4,0.22,70,dim,clear,False,False,afternoon,False,True,-2,0.16
125068,rural,4,0.21,60,dim,clear,False,False,morning,False,False,2,0.2
125069,urban,4,0.35,45,night,clear,False,True,evening,False,True,0,0.26
125070,rural,3,0.75,70,daylight,foggy,False,True,evening,False,True,2,0.5
125071,rural,1,0.73,35,dim,foggy,False,True,afternoon,True,True,1,0.4
125072,highway,1,0.91,60,daylight,clear,True,False,morning,True,True,3,0.54
125073,highway,4,0.53,25,dim,rainy,False,True,afternoon,False,False,1,0.24
125074,highway,2,0.89,70,night,clear,True,True,evening,True,True,3,0.68
125075,rural,4,0.32,35,dim,clear,False,True,afternoon,False,False,2,0.06
125076,highway,4,0.95,35,daylight,clear,False,True,evening,True,True,0,0.33
125077,rural,3,0.2,25,daylight,foggy,False,True,morning,False,False,1,0.23
125078,highway,2,0.26,70,dim,foggy,True,False,evening,False,True,0,0.42
125079,urban,1,0.4,45,daylight,clear,True,True,evening,True,True,1,0.14
125080,rural,1,0.28,35,daylight,clear,True,True,afternoon,False,False,2,0.06
125081,urban,4,0.77,25,night,clear,False,True,morning,False,False,1,0.43
125082,rural,2,0.67,45,night,clear,True,True,evening,True,False,2,0.42
125083,rural,3,0.57,60,night,clear,False,True,afternoon,True,True,2,0.42
125084,highway,4,0.44,60,dim,rainy,True,False,morning,False,True,0,0.42
125085,urban,3,0.22,70,dim,clear,False,False,evening,False,False,1,0.27
125086,urban,2,0.32,70,dim,foggy,False,True,morning,True,False,2,0.43
125087,rural,3,0.93,70,night,rainy,False,False,morning,True,False,4,0.91
125088,rural,4,0.03,35,night,foggy,True,True,afternoon,False,True,0,0.39
125089,urban,3,0.63,60,night,rainy,False,False,morning,True,True,0,0.7
125090,urban,4,0.74,35,dim,foggy,False,True,evening,False,True,0,0.4
125091,highway,4,0.1,45,dim,clear,False,True,MIDNIGHT,False,True,0,0.06
125092,rural,1,0.68,35,dim,foggy,False,True,evening,True,True,2,0.32
125093,highway,1,0.1,35,dim,clear,False,False,afternoon,False,False,0,0.06
125094,urban,3,0.97,45,night,rainy,True,True,afternoon,True,False,0,0.54
125095,rural,2,0.55,35,night,clear,False,True,morning,True,True,2,0.31
125096,highway,2,0.69,35,night,clear,True,False,morning,True,True,0,0.4
125097,rural,3,0.1,45,dim,foggy,False,False,evening,True,True,2,0.17
125098,rural,2,0.04,60,night,clear,True,False,morning,True,False,1,0.29
125099,rural,4,0.83,70,night,foggy,True,True,afternoon,True,True,-2,0.78
125100,rural,2,0.84,45,night,clear,True,False,afternoon,False,False,1,0.47
125101,rural,1,0.99,45,night,foggy,True,True,evening,False,True,2,0.58
125102,urban,1,0.75,60,daylight,clear,False,False,afternoon,False,False,0,0.43
125103,rural,2,0.98,70,daylight,clear,True,False,morning,True,False,0,0.45
125104,rural,2,0.9,25,night,foggy,True,False,evening,False,True,3,0.74
125105,urban,4,0.85,60,night,foggy,True,False,afternoon,True,True,2,0.75
125106,rural,3,0.69,60,dim,foggy,False,True,afternoon,False,False,1,0.45
125107,highway,3,0.34,35,daylight,clear,False,False,evening,False,False,2,0.17
