id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
402000,urban,3,0.79,25,dim,clear,False,True,afternoon,False,False,0,0.26
402001,urban,3,0.39,45,dim,clear,True,False,morning,True,True,0,0.21
402002,rural,1,0.19,70,dim,clear,False,False,morning,False,True,0,0.2
402003,rural,2,0.38,25,night,rainy,MAYBE,False,afternoon,True,True,2,0.41
402004,highway,3,0.67,35,night,foggy,True,MAYBE,morning,True,True,2,0.44
402005,rural,4,0.35,70,dim,clear,True,False,afternoon,False,True,2,0.24
402006,highway,2,0.69,35,dim,foggy,True,False,afternoon,True,True,1,0.34
402007,rural,3,0.93,35,dim,clear,True,True,afternoon,MAYBE,False,1,0.36
402008,highway,4,0.43,35,night,rainy,False,True,morning,False,MAYBE,1,0.44
402009,urban,1,0.7,25,night,rainy,False,True,afternoon,False,True,3,0.69
402010,rural,4,0.57,35,daylight,rainy,True,False,morning,False,False,1,0.24
402011,urban,2,0.96,45,night,clear,False,False,afternoon,True,False,2,0.45
402012,highway,2,0.93,70,night,foggy,False,True,morning,True,True,2,0.82
402013,highway,1,0.21,25,dim,foggy,True,True,MIDNIGHT,True,False,1,0.15
402014,rural,1,0.4,35,daylight,clear,True,False,evening,True,True,1,0.15
402015,urban,2,0.37,25,daylight,rainy,False,True,afternoon,False,False,1,0.17
402016,urban,2,0.06,60,night,clear,MAYBE,False,afternoon,True,False,1,0.32
402017,highway,1,0.53,60,night,foggy,False,True,morning,False,False,1,0.65
402018,highway,3,0.04,35,night,foggy,False,True,morning,True,MAYBE,2,0.25
402019,highway,1,0.55,60,night,rainy,False,True,evening,True,False,0,0.63
402020,rural,1,0.79,60,dim,rainy,True,True,afternoon,True,True,2,0.59
402021,highway,2,0.9,45,daylight,clear,True,MAYBE,afternoon,False,False,2,0.28
402022,highway,2,0.53,45,night,rainy,MAYBE,True,morning,False,True,0,0.46
402023,urban,1,0.14,25,daylight,foggy,False,True,evening,True,MAYBE,1,0.16
402024,highway,2,0.97,60,dim,foggy,True,False,afternoon,True,False,1,0.55
402025,urban,3,0.4,45,daylight,clear,False,True,morning,MAYBE,True,2,0.19
