id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
207000,highway,999,0.82,70,daylight,clear,MAYBE,True,evening,True,False,2,0.51
207001,urban,4,0.1,45,daylight,foggy,True,True,morning,False,True,2,0.08
207002,highway,2,0.72,45,night,clear,False,True,afternoon,False,False,2,0.4
207003,urban,2,0.63,45,night,foggy,False,MAYBE,afternoon,True,MAYBE,1,0.49
207004,highway,4,0.78,35,dim,foggy,False,True,afternoon,False,False,2,0.32
207005,urban,3,0.98,35,daylight,rainy,True,True,evening,True,False,2,0.33
207006,highway,4,0.94,25,dim,foggy,False,True,evening,True,True,1,0.34
207007,highway,2,0.18,45,dim,foggy,True,False,afternoon,True,True,2,0.15
207008,rural,4,0.07,60,dim,foggy,False,False,morning,True,False,2,0.2
207009,rural,1,0.86,60,night,clear,MAYBE,True,evening,False,False,2,0.7
207010,urban,2,0.8,70,daylight,foggy,True,False,afternoon,True,False,0,0.5
207011,highway,1,0.73,70,dim,foggy,False,False,afternoon,True,False,0,0.57
207012,rural,4,0.46,35,dim,foggy,False,True,afternoon,True,MAYBE,2,0.24
207013,urban,3,0.06,45,night,foggy,True,True,morning,False,True,1,0.23
207014,highway,2,0.77,60,dim,clear,False,False,evening,False,False,2,0.48
207015,rural,1,0.19,60,dim,clear,False,MAYBE,morning,False,True,1,0.23
207016,urban,1,0.87,45,night,foggy,False,False,morning,True,True,2,0.42
207017,highway,3,0.54,70,night,foggy,True,False,morning,False,False,1,0.65
207018,highway,4,0.57,70,dim,clear,False,False,afternoon,False,True,3,0.58
207019,highway,999,0.72,45,daylight,clear,True,True,evening,True,MAYBE,1,0.0
207020,highway,2,0.57,45,night,clear,True,True,evening,True,False,0,0.3
207021,highway,3,0.37,70,daylight,foggy,True,False,evening,False,False,0,0.46
207022,urban,4,0.44,70,daylight,clear,False,False,evening,True,False,2,0.39
207023,urban,3,0.9,25,night,clear,False,False,morning,MAYBE,True,4,0.62
207024,urban,1,0.4,45,daylight,rainy,True,True,afternoon,True,False,2,0.24
207025,rural,1,0.63,70,night,clear,False,True,evening,True,True,1,0.6
207026,highway,2,0.63,25,daylight,clear,True,True,evening,True,False,0,0.12
207027,highway,3,0.58,45,night,foggy,False,True,morning,False,False,0,0.56
207028,rural,4,0.39,25,night,clear,False,False,morning,MAYBE,MAYBE,0,0.32
207029,rural,2,0.32,45,daylight,rainy,False,True,evening,True,False,1,0.25
207030,highway,4,0.08,35,dim,foggy,True,True,afternoon,True,False,1,0.07
207031,highway,1,0.35,35,daylight,rainy,True,MAYBE,evening,False,MAYBE,2,0.26
207032,urban,3,0.25,60,daylight,rainy,True,True,evening,False,MAYBE,1,0.38
207033,rural,3,0.22,25,dim,rainy,True,True,morning,True,True,1,0.18
207034,highway,3,0.46,25,dim,foggy,True,False,morning,True,MAYBE,2,0.2
207035,highway,2,0.01,60,night,rainy,False,True,afternoon,MAYBE,False,2,0.42
207036,highway,2,0.67,35,night,rainy,True,True,evening,True,False,0,0.47
207037,rural,3,0.57,35,night,rainy,True,MAYBE,afternoon,True,False,2,0.45
207038,urban,4,0.01,70,daylight,clear,True,False,morning,False,True,1,0.25
207039,rural,3,0.17,45,night,foggy,True,MAYBE,evening,False,True,0,0.3
207040,urban,4,0.76,60,night,foggy,True,True,evening,True,False,3,0.88
207041,highway,3,0.28,25,night,foggy,True,True,afternoon,True,MAYBE,0,0.4
207042,highway,2,0.93,35,dim,foggy,True,True,morning,True,MAYBE,0,0.31
207043,urban,2,0.63,60,dim,rainy,True,False,afternoon,True,True,2,0.54
207044,rural,4,0.69,70,daylight,clear,False,True,morning,True,MAYBE,1,0.4
207045,urban,3,0.7,25,night,clear,False,True,afternoon,True,True,2,0.48
207046,rural,2,0.57,35,dim,rainy,False,True,morning,MAYBE,False,0,0.36
207047,rural,999,0.05,35,daylight,clear,False,True,afternoon,False,False,1,0.04
207048,urban,1,0.89,35,night,clear,False,True,evening,True,False,2,0.55
207049,urban,4,0.12,70,night,foggy,True,MAYBE,morning,True,False,0,0.42
207050,rural,3,0.99,70,dim,foggy,True,False,afternoon,False,True,3,0.76
207051,urban,1,0.02,60,night,rainy,False,False,evening,False,True,0,0.3
207052,urban,2,0.95,45,daylight,foggy,False,MAYBE,afternoon,True,False,3,0.57
207053,highway,2,0.54,35,dim,rainy,True,True,evening,False,False,1,0.34
207054,rural,2,0.03,45,night,clear,True,False,afternoon,False,False,1,0.22
207055,rural,2,0.61,60,night,foggy,True,True,morning,True,True,1,0.66
207056,urban,4,0.91,45,daylight,foggy,False,True,afternoon,False,True,2,0.35
207057,urban,3,0.51,70,dim,rainy,False,False,afternoon,True,False,2,0.43
207058,rural,2,0.83,60,night,foggy,False,True,evening,False,True,0,0.69
207059,urban,3,0.09,35,dim,clear,True,True,afternoon,True,False,1,0.06
207060,urban,1,0.11,35,night,foggy,True,True,morning,MAYBE,True,1,0.42
207061,highway,2,0.51,25,night,foggy,True,True,afternoon,False,True,3,0.52
207062,urban,2,0.26,60,daylight,foggy,False,True,evening,False,True,1,0.2
207063,rural,3,0.28,25,dim,clear,False,False,morning,True,True,0,0.07
207064,highway,2,0.19,25,dim,clear,True,True,afternoon,True,False,1,0.15
207065,rural,1,0.07,45,dim,foggy,True,True,afternoon,False,False,2,0.13
207066,urban,3,0.06,70,night,clear,True,False,morning,True,False,2,0.42
207067,urban,3,0.29,60,daylight,clear,True,False,evening,False,False,1,0.29
207068,urban,4,0.24,35,daylight,foggy,True,True,afternoon,False,True,1,0.13
207069,urban,4,0.29,45,daylight,clear,False,False,afternoon,True,False,1,0.11
207070,highway,1,0.75,35,night,rainy,False,False,afternoon,True,True,1,0.44
207071,urban,2,0.07,45,night,rainy,False,True,afternoon,False,True,0,0.27
207072,highway,2,0.56,35,dim,clear,True,MAYBE,morning,True,True,1,0.19
207073,highway,4,0.05,70,dim,clear,MAYBE,False,afternoon,False,True,1,0.27
207074,highway,4,0.57,45,daylight,rainy,False,True,morning,True,False,1,0.23
207075,rural,2,0.52,70,dim,foggy,True,True,evening,True,True,1,0.35
207076,highway,3,1.0,60,night,foggy,True,True,afternoon,False,True,2,0.69
207077,rural,3,0.24,45,dim,rainy,True,False,evening,False,True,0,0.23
