id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
49500,rural,2,0.72,35,dim,rainy,False,True,evening,True,False,1,0.39
49501,urban,1,0.9,60,dim,foggy,False,False,morning,True,True,2,0.57
49502,highway,1,0.23,45,dim,foggy,True,True,morning,True,False,1,0.19
49503,urban,3,0.5,35,dim,foggy,False,True,afternoon,False,False,1,0.28
49504,highway,2,0.67,60,dim,rainy,True,True,afternoon,True,True,3,0.59
49505,urban,3,0.73,60,night,foggy,True,False,evening,False,True,1,0.77
49506,highway,2,0.75,60,night,clear,False,False,evening,False,True,2,0.65
49507,urban,3,0.39,35,dim,rainy,False,True,evening,False,False,1,0.19
49508,highway,4,0.69,35,night,foggy,True,True,evening,False,True,1,0.56
49509,urban,1,0.95,35,night,clear,True,True,afternoon,False,True,2,0.45
49510,rural,1,0.07,60,daylight,clear,True,False,evening,True,False,1,0.18
49511,urban,4,0.66,60,night,clear,False,False,morning,False,True,2,0.6
49512,rural,2,0.92,45,daylight,foggy,True,False,morning,False,True,3,0.37
49513,highway,2,0.91,60,night,clear,True,True,morning,False,False,2,0.59
49514,highway,999,0.73,45,daylight,rainy,True,False,evening,True,False,2,0.33
49515,rural,4,0.16,60,dim,clear,False,False,afternoon,True,True,2,0.17
49516,highway,3,0.48,70,daylight,foggy,False,False,evening,True,True,1,0.43
49517,highway,3,0.66,45,daylight,foggy,True,True,afternoon,False,False,1,0.28
49518,urban,2,0.34,60,night,clear,True,False,evening,True,True,1,0.51
49519,highway,4,0.55,45,dim,rainy,True,False,morning,True,False,0,0.2
49520,highway,1,0.22,35,dim,foggy,False,True,evening,False,True,0,0.15
49521,highway,4,0.7,60,dim,clear,False,True,afternoon,False,True,1,0.39
49522,rural,3,0.75,60,night,rainy,False,True,morning,False,True,2,0.66
49523,highway,1,0.34,60,daylight,rainy,False,False,afternoon,False,True,2,0.49
49524,urban,2,0.23,60,dim,clear,False,True,evening,False,False,2,0.23
49525,urban,2,0.74,60,dim,foggy,False,True,evening,True,False,1,0.54
49526,urban,0,0.9,35,night,rainy,False,True,evening,True,False,3,0.6
49527,highway,4,0.29,45,daylight,foggy,False,False,morning,True,True,0,0.13
49528,rural,3,0.12,45,night,rainy,False,False,evening,False,True,2,0.31
