id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
91500,rural,2,0.33,45,dim,foggy,False,False,afternoon,True,False,0,0.22
91501,urban,2,0.18,35,dim,rainy,True,False,evening,False,True,2,0.24
91502,highway,3,0.26,25,dim,  foggy  ,False,False,afternoon,False,True,2,0.21
91503,urban,3,0.02,70,dim,rainy,False,False,morning,False,False,0,0.36
91504,urban,3,0.41,45,daylight,foggy,True,True,morning,True,True,2,0.15
91505,urban,3,0.33,35,dim,foggy,True,True,morning,False,True,2,0.09
91506,highway,4,0.05,35,night,clear,True,False,afternoon,False,False,3,0.1
91507,  highway  ,2,0.78,35,daylight,rainy,True,False,afternoon,False,False,2,0.42
91508,rural,2,0.69,60,dim,foggy,True,False,afternoon,False,False,0,0.56
91509,rural,2,0.63,35,  dim  ,clear,True,False,evening,True,True,1,0.24
91510,urban,3,0.59,35,daylight,foggy,True,False,  morning  ,False,False,0,0.3
91511,urban,1,0.05,25,dim,rainy,False,False,evening,True,True,2,0.07
91512,rural,1,0.65,70,night,foggy,True,False,evening,True,False,1,0.7
91513,highway,3,0.29,35,daylight,clear,False,True,  morning  ,True,False,0,0.12
91514,highway,2,0.57,70,night,clear,False,True,afternoon,False,False,1,0.53
91515,rural,1,0.35,35,night,foggy,True,True,afternoon,False,True,1,0.44
91516,rural,2,0.59,35,night,rainy,True,False,evening,False,False,0,0.5
91517,highway,4,0.29,35,daylight,foggy,False,False,afternoon,False,False,0,0.21
91518,highway,4,0.43,45,daylight,  clear  ,True,False,afternoon,False,True,1,0.06
91519,highway,1,0.63,70,  daylight  ,foggy,True,False,afternoon,True,False,1,0.59
91520,rural,4,0.43,45,night,foggy,True,False,afternoon,True,False,1,0.43
91521,rural,1,0.76,45,  night  ,clear,True,False,afternoon,False,False,0,0.28
91522,rural,4,0.14,60,daylight,rainy,True,False,morning,False,True,1,0.2
91523,  urban  ,3,0.42,45,night,rainy,True,True,afternoon,False,False,1,0.48
91524,urban,2,0.73,70,daylight,foggy,True,False,morning,False,True,2,0.5
91525,rural,2,0.02,25,daylight,foggy,False,False,afternoon,False,False,0,0.15
91526,rural,4,0.53,60,dim,rainy,False,True,morning,True,True,1,0.45
91527,highway,4,0.91,25,  daylight  ,rainy,False,True,morning,True,True,3,0.52
91528,urban,4,0.36,70,dim,foggy,False,True,evening,False,True,2,0.39
91529,rural,4,0.68,25,dim,rainy,False,False,afternoon,True,False,1,0.27
91530,rural,1,0.55,45,dim,foggy,True,False,  morning  ,False,True,1,0.3
91531,highway,2,0.09,45,daylight,rainy,True,True,morning,True,True,2,0.15
91532,urban,2,0.8,70,night,foggy,True,False,morning,True,True,1,0.81
91533,urban,2,0.92,25,night,  rainy  ,True,True,evening,True,False,3,0.71
91534,rural,4,0.53,70,dim,clear,False,True,evening,True,True,2,0.34
91535,urban,4,0.37,60,night,foggy,True,False,  afternoon  ,False,False,2,0.53
91536,  urban  ,3,0.55,45,  daylight  ,foggy,False,False,evening,False,False,0,0.29
91537,urban,3,0.63,70,dim,clear,True,True,afternoon,False,False,1,0.4
91538,urban,1,0.61,60,night,clear,True,True,morning,True,True,1,0.55
91539,highway,4,0.77,60,night,clear,False,False,afternoon,True,False,1,0.61
91540,urban,3,0.75,60,dim,clear,False,False,morning,False,True,0,0.4
91541,rural,4,0.57,60,night,rainy,True,True,morning,True,False,3,0.71
91542,rural,2,0.3,60,daylight,clear,True,False,  evening  ,True,False,1,0.26
91543,highway,1,0.61,60,night,rainy,False,True,morning,False,False,0,0.6
91544,  rural  ,2,0.16,45,  night  ,foggy,True,True,morning,True,True,1,0.41
91545,rural,2,0.26,45,dim,rainy,False,False,  afternoon  ,False,False,0,0.12
91546,highway,3,0.29,45,daylight,clear,False,False,afternoon,True,True,0,0.15
91547,rural,3,0.69,60,daylight,foggy,True,True,morning,False,True,1,0.52
91548,rural,4,0.71,35,night,foggy,False,False,  afternoon  ,True,False,2,0.61
91549,urban,4,0.72,35,dim,rainy,False,True,afternoon,False,False,3,0.42
91550,rural,1,0.36,25,night,foggy,False,False,afternoon,True,False,1,0.37
91551,urban,3,0.62,70,daylight,foggy,True,True,afternoon,True,True,0,0.4
91552,highway,2,0.58,45,  dim  ,rainy,False,True,afternoon,True,False,2,0.37
91553,rural,4,0.38,35,dim,foggy,False,True,morning,False,False,2,0.24
91554,highway,1,0.23,60,dim,clear,True,True,morning,False,True,2,0.24
91555,  urban  ,3,0.81,25,daylight,rainy,False,True,  morning  ,False,True,2,0.36
91556,urban,3,0.73,35,dim,clear,True,True,evening,False,False,1,0.17
91557,highway,2,0.65,35,dim,clear,False,False,morning,True,True,1,0.19
91558,rural,1,0.92,25,daylight,foggy,False,False,  afternoon  ,True,True,0,0.36
91559,urban,2,0.97,25,night,clear,True,True,afternoon,False,True,3,0.68
91560,highway,3,0.2,70,  daylight  ,foggy,True,True,morning,True,True,1,0.38
91561,highway,4,0.24,35,night,clear,True,True,morning,True,True,1,0.2
91562,rural,4,0.13,45,dim,rainy,True,True,afternoon,False,False,0,0.16
91563,rural,2,0.4,45,night,clear,True,True,morning,False,True,2,0.35
91564,urban,4,0.44,45,daylight,foggy,True,False,afternoon,False,False,1,0.24
91565,highway,4,0.26,35,  daylight  ,foggy,True,True,morning,True,False,0,0.12
91566,urban,3,0.91,25,dim,  clear  ,False,True,morning,True,True,1,0.32
91567,rural,4,0.74,60,dim,clear,True,True,evening,False,True,2,0.36
91568,  urban  ,4,0.63,35,  dim  ,rainy,False,False,morning,True,True,0,0.29
