id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
216500,highway,1,0.62,500,daylight,foggy,False,False,evening,True,False,1,0.51
216501,rural,4,0.83,35,night,foggy,True,False,afternoon,True,False,1,0.51
216502,rural,4,0.58,35,dim,foggy,False,True,morning,False,True,2,0.26
216503,highway,2,0.85,0,night,clear,True,False,evening,True,False,0,0.4
216504,urban,1,0.95,45,dim,clear,True,False,afternoon,False,False,3,0.39
216505,urban,4,0.12,60,dim,foggy,True,True,evening,True,False,2,0.35
216506,highway,3,0.54,25,night,rainy,True,False,afternoon,True,True,1,0.52
216507,highway,1,0.88,70,dim,clear,False,False,afternoon,False,True,3,0.6
216508,highway,1,0.73,70,dim,clear,True,True,evening,True,False,0,0.39
216509,highway,2,0.53,70,dim,foggy,True,False,morning,True,False,2,0.52
216510,urban,1,0.03,60,dim,foggy,False,True,evening,True,True,1,0.3
216511,highway,3,0.62,35,night,foggy,True,False,evening,True,True,2,0.44
216512,rural,3,0.4,25,night,clear,True,True,evening,False,True,1,0.31
216513,rural,3,0.49,45,night,foggy,True,False,afternoon,False,True,2,0.39
216514,highway,2,0.38,25,dim,foggy,True,True,afternoon,True,False,1,0.29
216515,highway,3,0.04,70,daylight,foggy,False,False,afternoon,True,True,0,0.27
216516,rural,1,0.34,35,daylight,clear,True,True,evening,False,True,1,0.17
216517,urban,3,0.75,25,night,clear,False,False,afternoon,False,True,1,0.42
216518,highway,2,0.96,-50,daylight,clear,True,True,afternoon,True,True,1,0.27
216519,rural,3,0.56,70,night,foggy,True,True,evening,False,False,4,0.84
216520,rural,3,0.65,500,dim,clear,True,False,afternoon,True,False,0,0.17
216521,highway,3,0.68,60,dim,rainy,False,False,afternoon,False,False,0,0.54
216522,rural,4,0.75,60,daylight,clear,True,False,morning,False,False,1,0.43
216523,highway,1,0.6,60,daylight,foggy,False,False,evening,True,False,2,0.48
216524,rural,2,0.38,70,dim,clear,True,False,afternoon,True,False,1,0.28
216525,highway,2,0.05,45,dim,rainy,False,True,evening,False,False,1,0.09
216526,rural,4,0.79,60,daylight,rainy,True,False,evening,True,True,0,0.49
216527,highway,1,0.26,25,night,foggy,True,True,morning,True,True,1,0.2
216528,rural,4,0.9,70,daylight,foggy,False,False,morning,False,True,3,0.69
216529,highway,4,0.52,70,daylight,clear,False,True,evening,False,True,0,0.4
216530,urban,1,0.03,35,daylight,clear,False,False,morning,True,False,2,0.03
216531,urban,1,0.81,60,night,foggy,True,True,morning,True,False,2,0.7
216532,highway,1,0.39,70,dim,rainy,False,False,afternoon,False,True,1,0.41
216533,rural,1,0.37,0,daylight,foggy,False,False,afternoon,False,False,2,0.47
216534,urban,1,0.21,45,daylight,foggy,True,True,afternoon,False,False,0,0.13
216535,rural,1,0.34,45,dim,rainy,False,True,afternoon,True,True,0,0.22
216536,rural,3,0.05,60,daylight,rainy,True,False,afternoon,True,True,1,0.35
216537,urban,1,0.49,70,night,clear,True,True,evening,False,False,1,0.49
216538,urban,1,0.88,45,dim,clear,False,False,morning,False,True,0,0.32
216539,urban,1,0.19,35,night,foggy,False,False,afternoon,False,False,1,0.2
216540,highway,2,0.14,25,daylight,clear,False,True,afternoon,False,True,2,0.12
216541,rural,3,0.86,0,dim,clear,False,True,morning,False,True,2,0.37
216542,rural,3,0.25,35,night,rainy,True,False,afternoon,False,True,1,0.29
216543,highway,3,0.76,25,dim,rainy,True,True,evening,True,False,0,0.4
216544,urban,3,0.38,60,night,rainy,True,False,afternoon,False,False,2,0.66
216545,urban,2,0.99,60,night,rainy,False,False,afternoon,True,False,4,0.89
216546,urban,4,0.55,60,daylight,clear,True,True,morning,False,False,2,0.28
216547,highway,1,0.63,45,dim,clear,True,False,evening,False,False,1,0.24
216548,rural,1,0.15,45,night,clear,True,False,evening,False,False,2,0.19
216549,rural,3,0.16,25,night,rainy,True,False,morning,True,False,2,0.42
216550,highway,1,0.37,60,dim,rainy,True,False,afternoon,True,True,2,0.36
216551,highway,1,0.65,45,daylight,rainy,True,True,morning,False,False,0,0.32
216552,urban,1,0.24,35,daylight,foggy,True,False,afternoon,True,True,0,0.15
216553,rural,4,0.52,35,night,foggy,True,True,evening,False,False,1,0.46
216554,highway,1,0.07,60,dim,foggy,True,True,afternoon,False,False,1,0.32
216555,urban,1,0.38,70,dim,foggy,True,True,morning,False,True,0,0.43
216556,urban,1,0.73,25,daylight,foggy,True,False,morning,False,True,2,0.34
216557,highway,2,0.82,60,dim,clear,False,True,evening,True,False,2,0.53
216558,urban,4,0.04,500,daylight,rainy,True,True,afternoon,False,False,1,0.13
216559,rural,1,0.51,70,night,clear,True,False,morning,True,False,2,0.49
216560,highway,1,0.67,60,dim,rainy,False,True,evening,False,False,1,0.54
216561,rural,3,0.03,-50,daylight,foggy,True,True,afternoon,False,True,2,0.26
216562,urban,2,0.26,35,dim,rainy,False,False,morning,False,False,0,0.12
216563,rural,4,0.03,60,dim,foggy,False,True,morning,True,False,2,0.23
216564,rural,3,0.9,25,night,foggy,False,True,morning,True,True,3,0.64
216565,urban,1,0.21,45,night,clear,False,False,evening,True,True,0,0.28
216566,highway,3,0.54,45,dim,clear,False,False,morning,False,True,0,0.17
216567,urban,4,0.24,45,daylight,clear,False,False,evening,True,False,1,0.06
216568,highway,4,0.24,25,night,rainy,True,False,morning,True,False,0,0.44
