id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
375500,highway,4,0.18,25,night,rainy,False,False,morning,False,False,1,0.41
375501,highway,2,0.52,70,dim,clear,False,True,morning,True,True,1,0.28
375502,highway,3,0.13,35,daylight,rainy,False,False,evening,False,True,2,0.14
375503,rural,1,0.84,25,daylight,foggy,False,True,evening,True,True,1,0.32
375504,urban,4,0.35,45,daylight,foggy,False,False,morning,True,False,1,0.22
375505,rural,4,0.43,25,night,rainy,False,False,afternoon,True,False,1,0.27
375506,  highway  ,3,0.34,25,daylight,foggy,True,False,afternoon,False,False,2,0.14
375507,rural,2,0.99,35,dim,foggy,True,True,afternoon,False,True,1,0.33
375508,highway,4,0.86,35,daylight,rainy,True,True,evening,True,True,3,0.41
375509,highway,4,0.84,25,dim,rainy,False,False,morning,True,False,0,0.42
375510,urban,2,0.72,45,  daylight  ,  rainy  ,True,True,evening,False,False,1,0.32
375511,rural,4,0.54,35,night,clear,False,True,afternoon,True,False,0,0.49
375512,urban,2,0.35,70,daylight,rainy,True,False,  morning  ,True,False,2,0.43
375513,urban,2,200.0,25,daylight,  foggy  ,False,True,morning,False,False,1,0.39
375514,rural,1,-45.0,35,dim,clear,True,False,afternoon,False,True,0,0.15
375515,rural,1,0.32,35,dim,rainy,False,True,evening,True,True,1,0.21
375516,highway,1,0.62,35,night,rainy,True,False,morning,True,True,1,0.59
375517,rural,2,0.58,60,night,rainy,True,True,afternoon,False,False,1,0.65
375518,urban,3,0.12,70,dim,clear,False,True,evening,False,False,1,0.19
375519,rural,4,0.43,25,daylight,clear,False,True,morning,False,False,0,0.18
375520,  urban  ,3,0.63,45,dim,rainy,True,False,morning,True,True,0,0.25
375521,urban,2,0.33,45,  daylight  ,foggy,True,True,evening,False,False,1,0.22
375522,rural,1,-45.0,60,dim,clear,True,False,evening,True,False,2,0.5
375523,urban,1,0.17,35,dim,rainy,True,False,morning,True,True,1,0.17
375524,urban,1,0.68,25,night,rainy,True,False,evening,True,True,0,0.47
375525,urban,3,0.19,60,daylight,clear,True,True,morning,True,False,0,0.27
375526,rural,2,-45.0,25,dim,clear,True,False,  afternoon  ,True,False,0,0.33
375527,  urban  ,4,0.89,25,daylight,  rainy  ,True,True,afternoon,True,True,2,0.35
375528,rural,1,0.7,45,night,rainy,False,False,morning,False,False,2,0.44
375529,urban,2,0.36,45,night,rainy,True,True,afternoon,True,False,1,0.37
375530,rural,2,0.49,25,night,clear,False,False,afternoon,False,False,2,0.33
375531,highway,3,200.0,70,  dim  ,foggy,True,True,evening,False,True,0,0.32
375532,urban,3,0.1,45,night,foggy,False,False,morning,True,False,0,0.32
375533,highway,1,0.84,25,daylight,  clear  ,True,False,evening,True,True,2,0.33
375534,  highway  ,3,0.6,45,night,foggy,False,False,afternoon,False,True,0,0.45
375535,rural,1,0.19,25,night,clear,False,False,  evening  ,True,True,0,0.33
375536,highway,3,0.04,25,daylight,clear,False,False,morning,True,True,1,0.02
375537,  urban  ,4,0.79,35,dim,foggy,False,False,morning,False,True,1,0.28
375538,rural,2,0.78,25,night,clear,True,True,afternoon,False,False,2,0.53
375539,highway,1,0.25,60,dim,clear,False,False,evening,False,True,0,0.2
375540,highway,3,0.85,60,daylight,clear,True,False,evening,True,True,2,0.54
375541,rural,1,0.45,35,night,clear,False,False,evening,True,False,0,0.33
375542,urban,3,0.88,35,night,rainy,True,True,morning,True,True,2,0.55
375543,rural,1,999.0,25,dim,foggy,True,False,evening,False,False,1,0.39
375544,rural,2,0.79,60,daylight,clear,True,False,morning,False,False,1,0.36
375545,rural,4,0.37,70,night,foggy,False,True,  afternoon  ,True,True,1,0.66
375546,rural,4,0.13,45,dim,clear,False,True,  evening  ,True,True,1,0.05
375547,rural,3,0.28,45,daylight,foggy,False,False,morning,False,False,1,0.11
375548,urban,2,0.62,70,dim,clear,True,False,evening,True,True,2,0.42
375549,urban,3,0.51,45,  daylight  ,rainy,False,False,afternoon,False,False,2,0.26
375550,highway,2,0.78,45,night,clear,True,False,afternoon,False,False,0,0.53
375551,urban,1,0.7,45,night,rainy,True,False,evening,True,False,1,0.48
375552,rural,3,0.51,60,  night  ,rainy,True,False,afternoon,False,True,3,0.69
375553,highway,4,0.92,45,night,foggy,True,True,morning,False,True,3,0.67
375554,highway,1,0.24,70,daylight,foggy,False,False,afternoon,False,True,2,0.37
375555,  urban  ,1,0.12,60,  dim  ,rainy,False,False,morning,False,False,2,0.34
375556,urban,2,0.73,25,night,rainy,True,False,evening,True,True,2,0.52
375557,highway,1,0.72,45,dim,clear,True,False,evening,False,False,1,0.15
375558,highway,3,0.08,60,daylight,rainy,True,False,afternoon,True,False,1,0.31
375559,urban,3,0.77,70,night,foggy,False,True,afternoon,True,True,0,0.77
375560,rural,3,0.57,25,night,rainy,True,True,morning,False,True,0,0.39
375561,highway,1,0.52,60,night,clear,True,False,evening,True,True,3,0.62
375562,rural,4,0.17,35,dim,  foggy  ,False,False,  afternoon  ,False,False,1,0.14
375563,urban,1,0.73,70,daylight,foggy,True,True,afternoon,False,False,0,0.5
375564,urban,3,0.21,45,  dim  ,clear,True,True,morning,False,True,1,0.07
375565,rural,3,0.33,70,daylight,  rainy  ,True,False,morning,True,True,2,0.49
375566,urban,1,0.16,70,dim,  clear  ,False,True,morning,True,True,1,0.31
375567,rural,2,0.48,45,daylight,rainy,False,False,morning,True,False,2,0.24
375568,urban,4,0.59,35,dim,rainy,True,True,afternoon,False,True,0,0.32
375569,highway,2,0.48,70,dim,rainy,True,True,morning,True,True,0,0.45
375570,highway,1,0.87,45,dim,clear,False,False,evening,False,True,0,0.28
375571,urban,2,0.0,25,night,rainy,True,True,  evening  ,True,True,2,0.25
375572,urban,1,0.14,70,dim,foggy,True,False,afternoon,False,False,0,0.29
375573,rural,1,0.93,25,dim,  rainy  ,True,True,afternoon,True,False,0,0.3
375574,highway,3,0.78,60,daylight,foggy,True,False,afternoon,True,True,1,0.58
375575,rural,1,0.53,45,night,foggy,False,True,afternoon,False,True,1,0.37
375576,rural,2,0.61,60,night,rainy,True,True,afternoon,True,True,1,0.75
375577,  rural  ,1,0.4,35,night,rainy,True,False,morning,False,False,1,0.35
