id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
251000,urban,4,0.11,45,dim,foggy,False,False,afternoon,False,False,0,0.07
251001,rural,1,0.61,60,dim,  rainy  ,True,True,evening,True,False,3,0.62
251002,  rural  ,1,0.71,25,dim,clear,True,False,evening,True,False,1,0.16
251003,urban,2,0.81,45,night,clear,True,False,morning,False,False,0,0.44
251004,highway,1,0.57,45,dim,foggy,True,True,afternoon,False,False,2,0.29
251005,highway,2,0.95,35,dim,rainy,False,False,morning,True,False,0,0.38
251006,urban,1,0.43,35,dim,rainy,True,True,afternoon,True,True,0,0.3
251007,rural,3,0.52,60,  night  ,rainy,False,True,morning,False,False,1,0.67
251008,rural,1,0.89,25,dim,clear,True,True,evening,True,False,1,0.29
251009,rural,4,0.5,70,daylight,clear,False,False,afternoon,False,False,2,0.32
251010,urban,1,0.03,25,  daylight  ,foggy,True,False,morning,True,False,2,0.06
251011,rural,1,0.89,45,daylight,clear,False,False,evening,True,False,1,0.35
251012,urban,1,0.99,70,dim,foggy,False,True,afternoon,True,False,2,0.56
251013,rural,4,0.55,60,dim,rainy,True,False,morning,False,True,2,0.51
251014,urban,1,0.23,45,night,rainy,True,True,evening,True,False,1,0.28
251015,rural,2,0.58,25,dim,foggy,True,False,morning,True,False,-1,0.29
251016,rural,4,0.15,60,daylight,foggy,False,True,evening,True,True,0,0.29
251017,urban,1,0.62,25,night,foggy,True,False,evening,False,True,2,0.4
251018,highway,3,0.67,45,daylight,rainy,True,True,afternoon,False,False,2,0.3
251019,rural,1,0.4,45,daylight,foggy,False,False,evening,False,False,1,0.14
251020,urban,3,0.43,45,daylight,  rainy  ,False,False,morning,False,False,2,0.16
251021,urban,2,0.41,45,night,foggy,False,False,morning,False,True,1,0.53
251022,rural,4,0.61,45,daylight,foggy,False,False,morning,False,False,0,0.3
251023,highway,4,0.77,60,dim,clear,True,True,morning,False,True,2,0.41
251024,urban,3,0.48,45,night,foggy,True,True,  afternoon  ,False,False,1,0.43
251025,  urban  ,3,0.77,25,daylight,foggy,False,True,afternoon,True,False,-9,0.36
251026,  rural  ,3,0.87,25,night,  foggy  ,False,False,morning,True,True,0,0.48
251027,urban,4,0.73,35,  daylight  ,foggy,True,True,afternoon,False,False,0,0.45
251028,highway,3,0.07,60,night,clear,True,False,afternoon,False,False,0,0.45
251029,highway,1,0.39,35,night,clear,True,False,evening,True,True,1,0.35
251030,highway,4,0.68,45,night,clear,False,True,evening,False,False,1,0.42
251031,highway,1,0.56,25,night,foggy,False,False,morning,True,False,1,0.55
251032,highway,3,0.39,25,daylight,foggy,False,False,evening,True,False,2,0.25
251033,urban,2,0.61,35,night,rainy,False,False,evening,True,True,-5,0.44
251034,highway,3,0.59,25,dim,foggy,True,False,evening,True,False,-2,0.22
251035,highway,4,0.24,60,daylight,rainy,True,False,morning,True,True,1,0.37
251036,rural,4,0.8,60,  night  ,foggy,False,False,  morning  ,False,False,0,0.79
251037,rural,1,0.76,60,night,foggy,True,True,afternoon,True,False,3,0.8
251038,highway,1,0.03,35,night,foggy,True,False,evening,False,True,2,0.39
251039,  urban  ,1,0.82,70,dim,  foggy  ,True,False,morning,True,False,2,0.59
251040,urban,4,0.87,35,  daylight  ,foggy,True,False,morning,False,True,3,0.45
251041,rural,2,0.1,60,daylight,rainy,False,True,evening,True,True,1,0.4
251042,urban,4,0.56,60,dim,rainy,True,False,afternoon,True,False,1,0.42
251043,urban,2,0.61,35,dim,clear,True,True,evening,False,True,2,0.22
251044,rural,2,0.47,70,  dim  ,rainy,False,False,morning,True,True,2,0.38
251045,urban,2,0.78,25,night,foggy,False,False,evening,True,True,0,0.49
251046,rural,3,0.9,35,  night  ,foggy,True,True,afternoon,True,True,1,0.52
251047,urban,4,0.82,35,night,foggy,False,True,morning,True,False,-4,0.53
251048,urban,2,0.91,45,night,foggy,True,True,afternoon,True,False,1,0.63
251049,rural,1,0.65,70,night,rainy,True,True,afternoon,True,True,4,0.8
251050,urban,3,0.11,45,dim,rainy,False,False,evening,True,True,2,0.23
251051,urban,1,0.56,25,night,clear,True,True,evening,False,True,2,0.43
251052,rural,2,0.36,25,dim,clear,True,False,afternoon,True,False,2,0.15
251053,highway,4,0.58,70,night,clear,False,True,morning,False,True,2,0.59
251054,highway,4,0.65,45,daylight,foggy,False,True,  afternoon  ,False,True,2,0.24
251055,urban,2,0.02,45,daylight,rainy,False,False,evening,True,True,0,0.19
251056,rural,1,0.4,25,daylight,clear,False,True,afternoon,True,False,1,0.16
251057,  rural  ,4,0.3,70,dim,clear,False,False,morning,True,True,1,0.24
251058,highway,4,0.57,45,daylight,rainy,False,True,evening,True,False,1,0.21
251059,rural,4,0.65,70,daylight,foggy,True,False,afternoon,True,False,2,0.47
251060,rural,3,0.85,60,daylight,foggy,False,False,morning,True,True,1,0.63
251061,rural,1,0.86,45,dim,clear,False,False,evening,False,False,1,0.28
251062,rural,2,0.18,35,night,foggy,True,False,evening,False,False,1,0.43
251063,urban,4,0.52,45,dim,foggy,False,True,afternoon,False,False,1,0.28
251064,urban,2,0.68,60,dim,foggy,False,True,morning,False,False,0,0.42
251065,rural,2,0.87,70,dim,foggy,False,True,evening,True,False,1,0.58
251066,rural,1,0.37,45,dim,foggy,True,True,afternoon,False,True,0,0.3
251067,urban,3,0.28,35,daylight,foggy,True,False,  morning  ,False,False,2,0.27
251068,rural,4,0.21,35,daylight,  clear  ,False,True,evening,True,True,1,0.01
251069,rural,2,0.2,70,dim,clear,True,False,afternoon,False,True,0,0.29
251070,highway,1,0.38,60,dim,clear,False,False,morning,True,False,2,0.32
251071,rural,3,0.83,45,night,clear,True,True,morning,False,False,0,0.43
251072,rural,1,0.44,60,daylight,rainy,False,False,afternoon,True,True,0,0.44
251073,highway,1,0.76,35,night,  clear  ,False,False,morning,False,True,0,0.45
251074,urban,2,0.66,35,night,foggy,True,True,afternoon,True,False,0,0.6
251075,rural,4,0.32,70,daylight,foggy,True,False,afternoon,False,False,1,0.36
251076,urban,4,0.16,60,night,foggy,True,False,evening,False,True,0,0.63
251077,rural,4,0.95,35,dim,clear,True,False,afternoon,True,False,0,0.16
251078,highway,1,0.55,70,night,clear,False,False,morning,True,False,-2,0.53
251079,urban,2,0.14,35,night,rainy,False,True,morning,False,False,0,0.28
251080,rural,1,0.62,70,dim,foggy,True,False,  evening  ,True,False,1,0.51
251081,  highway  ,3,0.43,25,dim,foggy,True,False,afternoon,True,False,1,0.26
251082,highway,3,0.47,35,dim,rainy,False,False,evening,True,True,1,0.28
251083,highway,3,0.16,70,night,clear,False,True,afternoon,False,False,2,0.48
251084,urban,2,0.36,25,night,clear,False,True,evening,False,False,1,0.33
251085,urban,1,0.56,25,daylight,rainy,False,True,  afternoon  ,True,True,0,0.27
251086,rural,1,0.52,35,dim,rainy,True,True,afternoon,False,True,0,0.27
251087,rural,2,0.02,35,daylight,clear,False,False,morning,True,False,1,0.03
251088,rural,2,0.68,45,  dim  ,foggy,False,False,  evening  ,True,False,0,0.24
251089,rural,4,0.05,70,daylight,foggy,False,True,afternoon,True,True,1,0.34
251090,urban,4,0.7,35,dim,foggy,True,True,evening,True,True,0,0.29
251091,rural,2,0.69,25,dim,  clear  ,True,False,evening,False,False,1,0.0
251092,highway,2,0.96,25,daylight,  foggy  ,False,False,evening,True,True,0,0.36
251093,highway,3,0.79,60,dim,clear,True,True,morning,False,False,0,0.48
251094,highway,4,0.43,60,daylight,rainy,True,False,afternoon,True,True,0,0.32
251095,highway,3,0.49,45,daylight,clear,False,False,afternoon,False,True,-9,0.17
251096,urban,4,0.85,25,dim,  clear  ,False,False,evening,True,True,2,0.25
251097,highway,2,0.89,25,night,clear,True,False,afternoon,True,True,3,0.6
251098,rural,3,0.4,60,dim,rainy,False,False,afternoon,True,True,1,0.38
251099,rural,4,0.8,45,night,clear,False,False,afternoon,False,True,0,0.41
251100,rural,4,0.4,60,night,rainy,False,False,afternoon,True,True,1,0.67
251101,highway,2,0.02,70,dim,foggy,False,False,evening,True,True,2,0.26
251102,rural,1,0.03,60,dim,  foggy  ,False,True,  morning  ,True,False,1,0.35
251103,urban,4,0.69,70,night,foggy,False,False,evening,True,False,3,0.69
251104,urban,4,0.09,45,night,rainy,False,False,morning,True,True,2,0.34
251105,rural,3,0.68,45,dim,rainy,False,True,afternoon,True,True,2,0.31
251106,rural,3,0.29,70,night,clear,False,False,evening,False,True,1,0.48
251107,rural,4,0.05,35,dim,foggy,False,False,morning,True,False,2,0.16
251108,rural,1,0.63,60,dim,clear,False,False,morning,True,True,0,0.54
251109,highway,4,0.56,60,night,rainy,True,True,morning,False,True,5,0.78
251110,urban,3,0.07,70,dim,clear,True,False,evening,True,False,1,0.24
251111,urban,2,0.51,45,night,foggy,True,False,morning,False,True,2,0.43
251112,highway,1,0.39,70,night,  clear  ,False,True,evening,True,True,1,0.46
251113,highway,4,0.57,60,dim,  rainy  ,True,True,morning,True,False,0,0.5
251114,urban,4,0.35,35,daylight,foggy,False,False,evening,True,False,2,0.11
251115,highway,3,0.57,45,  daylight  ,clear,False,True,morning,False,True,2,0.08
251116,  urban  ,2,0.75,45,night,rainy,True,False,afternoon,True,False,-9,0.54
251117,rural,4,0.03,35,night,clear,False,True,afternoon,True,False,3,0.19
251118,urban,3,0.32,60,daylight,foggy,True,False,morning,False,False,2,0.41
251119,highway,1,0.45,35,dim,rainy,True,True,morning,False,False,1,0.17
251120,urban,2,0.33,45,night,rainy,True,False,morning,True,True,-7,0.41
251121,highway,4,0.36,35,night,clear,True,True,morning,False,False,1,0.37
251122,rural,2,0.64,45,night,foggy,False,True,evening,False,True,3,0.52
251123,rural,2,0.54,70,night,clear,True,True,morning,True,True,2,0.53
251124,urban,2,0.15,60,night,clear,False,False,morning,False,True,1,0.46
251125,rural,1,0.03,60,daylight,foggy,False,True,morning,True,False,0,0.2
251126,highway,4,0.65,60,daylight,clear,False,False,evening,False,False,0,0.34
251127,highway,4,0.51,70,daylight,foggy,True,False,afternoon,True,True,1,0.45
251128,urban,4,0.34,45,  daylight  ,foggy,False,True,evening,True,False,2,0.25
251129,highway,1,0.63,25,dim,rainy,False,False,  afternoon  ,True,True,3,0.38
251130,highway,2,0.34,60,daylight,  rainy  ,True,True,evening,True,False,1,0.39
251131,highway,4,0.37,35,dim,rainy,False,False,afternoon,True,True,1,0.23
251132,rural,4,0.06,25,daylight,  rainy  ,True,False,afternoon,True,True,0,0.15
251133,rural,3,0.58,70,daylight,foggy,True,True,  evening  ,True,True,0,0.58
251134,rural,1,0.7,60,night,rainy,False,True,afternoon,True,True,2,0.61
251135,urban,3,0.15,25,night,rainy,True,False,evening,False,False,2,0.29
251136,rural,4,0.7,25,dim,foggy,False,True,afternoon,False,False,0,0.27
251137,rural,4,0.66,60,night,clear,False,True,afternoon,False,True,-6,0.63
251138,urban,4,0.3,35,  daylight  ,rainy,True,True,morning,False,False,2,0.21
251139,urban,3,0.53,45,dim,foggy,True,False,morning,False,False,2,0.19
251140,urban,2,0.35,35,dim,rainy,False,True,morning,False,False,0,0.13
251141,urban,2,0.22,35,daylight,rainy,True,True,afternoon,True,False,2,0.15
251142,rural,4,0.23,70,daylight,clear,True,True,afternoon,True,True,0,0.26
251143,highway,4,0.66,25,dim,clear,True,False,afternoon,True,False,1,0.28
251144,highway,2,0.46,60,daylight,rainy,False,False,afternoon,True,True,2,0.37
251145,rural,2,0.34,25,daylight,  clear  ,True,True,morning,True,False,2,0.07
251146,urban,2,0.91,35,night,clear,False,True,morning,True,True,2,0.52
251147,urban,3,0.4,35,dim,rainy,False,False,evening,False,False,-6,0.18
251148,  rural  ,4,0.58,70,night,foggy,False,True,afternoon,False,False,2,0.58
251149,highway,3,0.17,60,daylight,rainy,True,False,afternoon,True,False,2,0.34
251150,urban,4,0.62,60,  daylight  ,clear,False,True,afternoon,True,True,1,0.29
251151,urban,2,0.32,45,dim,clear,False,True,evening,False,False,1,0.14
251152,rural,3,0.16,25,dim,foggy,False,False,evening,False,True,1,0.22
251153,urban,1,0.54,70,daylight,foggy,False,False,morning,False,True,3,0.49
251154,urban,4,0.24,35,dim,rainy,False,True,evening,False,False,1,0.21
251155,urban,3,0.84,60,dim,rainy,True,True,afternoon,True,True,1,0.51
251156,urban,2,0.38,60,night,clear,False,False,morning,True,True,1,0.52
251157,highway,3,0.97,25,dim,foggy,False,True,morning,False,False,2,0.43
251158,rural,4,0.64,45,  dim  ,foggy,True,False,afternoon,True,False,2,0.38
251159,rural,3,0.58,35,  dim  ,foggy,False,False,afternoon,True,False,1,0.3
251160,highway,1,0.95,70,daylight,rainy,False,False,evening,True,False,3,0.67
251161,rural,2,0.15,35,dim,clear,True,True,morning,False,True,1,0.07
251162,rural,4,0.28,60,night,foggy,True,False,evening,False,False,1,0.59
251163,rural,4,0.43,70,dim,  rainy  ,True,False,morning,False,False,2,0.44
251164,rural,1,0.48,45,night,rainy,False,False,afternoon,True,False,2,0.45
251165,rural,4,0.91,45,  daylight  ,  clear  ,True,True,afternoon,True,True,3,0.42
251166,highway,2,0.01,70,daylight,rainy,True,False,morning,True,True,1,0.26
251167,highway,4,0.02,45,night,foggy,True,False,afternoon,True,True,2,0.31
251168,rural,2,0.36,70,night,foggy,False,False,morning,False,True,0,0.68
251169,urban,2,0.68,70,dim,clear,True,True,morning,False,False,-5,0.39
251170,rural,1,0.81,70,night,foggy,False,True,morning,False,True,0,0.68
251171,  urban  ,4,0.36,70,daylight,clear,False,True,afternoon,True,False,0,0.33
251172,rural,3,0.26,35,  night  ,rainy,True,True,morning,True,True,1,0.39
251173,urban,2,0.97,35,  dim  ,clear,False,True,morning,True,False,2,0.34
251174,rural,3,0.46,25,dim,rainy,False,False,evening,True,True,2,0.29
251175,rural,1,0.06,60,daylight,clear,True,True,morning,False,False,2,0.27
251176,urban,2,0.72,60,daylight,rainy,False,False,morning,True,True,0,0.57
251177,highway,1,0.35,25,dim,foggy,False,True,afternoon,True,False,1,0.22
251178,rural,1,0.85,60,night,rainy,False,True,morning,True,False,1,0.73
251179,urban,4,0.81,45,daylight,rainy,False,False,afternoon,False,False,1,0.33
251180,highway,3,0.47,25,daylight,foggy,True,True,morning,False,True,1,0.27
251181,highway,3,0.55,70,night,foggy,False,True,afternoon,False,False,-4,0.62
251182,highway,4,0.82,35,night,clear,False,False,morning,False,True,3,0.55
251183,urban,2,0.41,60,daylight,  rainy  ,False,True,  evening  ,False,True,2,0.34
251184,rural,4,0.58,45,dim,rainy,False,True,morning,True,False,2,0.3
251185,  urban  ,3,0.49,45,night,foggy,True,False,morning,True,True,2,0.48
251186,rural,3,0.57,45,night,foggy,True,True,evening,False,False,3,0.57
251187,highway,4,0.11,25,dim,clear,False,False,evening,True,False,2,0.08
251188,rural,3,0.46,35,dim,foggy,False,False,morning,True,True,2,0.25
251189,highway,2,0.49,25,daylight,clear,False,False,evening,False,False,2,0.21
251190,highway,2,0.7,70,daylight,foggy,True,False,morning,False,False,2,0.46
251191,rural,4,0.66,70,daylight,clear,True,False,morning,True,True,3,0.46
251192,urban,3,0.86,25,daylight,rainy,False,True,afternoon,False,False,1,0.31
251193,highway,2,0.34,35,  dim  ,foggy,True,True,afternoon,True,True,2,0.26
251194,urban,1,0.53,25,night,  clear  ,True,False,morning,True,True,1,0.23
251195,urban,4,0.68,45,daylight,foggy,True,False,afternoon,False,True,1,0.4
251196,rural,2,0.45,45,dim,foggy,False,True,morning,False,True,1,0.25
251197,  highway  ,4,0.45,70,night,clear,False,True,evening,True,True,2,0.48
251198,rural,1,0.74,70,night,clear,True,True,  morning  ,True,True,2,0.67
251199,highway,1,0.67,25,daylight,foggy,False,False,morning,True,False,1,0.4
251200,  urban  ,2,0.08,35,dim,clear,True,True,  morning  ,False,False,0,0.05
251201,highway,4,0.34,35,daylight,rainy,True,True,evening,False,False,0,0.18
251202,rural,4,0.37,70,dim,clear,False,True,morning,True,False,1,0.34
251203,urban,4,0.25,70,daylight,foggy,False,True,morning,False,False,1,0.34
251204,  highway  ,3,0.37,70,daylight,rainy,False,True,evening,True,True,2,0.42
251205,rural,4,0.57,25,dim,foggy,True,False,morning,True,True,1,0.26
