id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
454000,highway,4,0.35,45,dim,clear,False,False,afternoon,True,True,-9,0.05
454001,rural,3,0.37,35,dim,foggy,True,False,afternoon,False,False,1,0.21
454002,rural,4,0.6,25,daylight,clear,True,True,afternoon,True,False,2,0.18
454003,rural,3,0.2,25,dim,clear,True,False,afternoon,True,True,0,0.12
454004,highway,1,0.52,45,daylight,rainy,True,True,morning,True,True,3,0.34
454005,highway,3,0.65,35,daylight,foggy,False,False,evening,False,False,2,0.34
454006,highway,3,0.59,70,dim,clear,False,False,afternoon,True,False,2,0.38
454007,rural,2,0.39,25,dim,foggy,True,False,evening,False,True,1,0.25
454008,urban,2,0.43,45,dim,clear,False,False,morning,False,True,1,0.17
454009,urban,2,0.28,25,daylight,foggy,True,False,morning,False,True,2,0.0
454010,urban,4,0.38,70,dim,clear,True,False,morning,False,False,0,0.29
454011,urban,2,0.1,45,daylight,rainy,True,True,evening,True,True,0,0.18
454012,highway,4,0.19,35,daylight,rainy,True,False,evening,True,False,2,0.14
454013,highway,3,0.8,25,dim,foggy,True,True,morning,True,False,2,0.39
454014,rural,2,0.65,25,dim,rainy,True,True,morning,False,False,3,0.32
454015,rural,1,0.84,45,night,clear,False,True,afternoon,True,True,0,0.36
454016,urban,1,0.14,45,dim,rainy,False,True,evening,True,False,0,0.11
454017,highway,4,0.28,35,dim,foggy,False,False,evening,False,True,-3,0.23
454018,highway,4,0.68,25,daylight,rainy,False,False,evening,True,False,2,0.34
454019,rural,3,0.92,70,dim,foggy,False,False,afternoon,True,False,2,0.49
454020,urban,1,0.38,35,night,clear,False,True,afternoon,False,False,1,0.35
454021,urban,1,0.56,25,dim,rainy,True,False,afternoon,True,False,1,0.24
454022,urban,4,0.39,45,night,rainy,False,True,afternoon,True,False,1,0.49
454023,rural,2,0.77,35,night,foggy,False,False,afternoon,False,False,2,0.54
454024,urban,4,0.78,35,night,rainy,False,True,afternoon,False,True,2,0.49
454025,rural,2,0.37,25,daylight,rainy,True,False,evening,True,True,2,0.19
454026,rural,2,0.7,60,night,clear,False,False,afternoon,False,True,3,0.72
454027,urban,1,0.25,70,dim,clear,True,True,evening,True,True,2,0.22
454028,urban,2,0.78,35,night,clear,False,True,afternoon,False,False,2,0.42
454029,rural,4,0.41,25,dim,rainy,True,True,morning,True,False,2,0.21
454030,urban,4,0.04,45,daylight,rainy,False,False,evening,False,True,0,0.07
454031,rural,1,0.57,45,daylight,foggy,True,True,morning,False,True,2,0.27
454032,highway,3,0.56,60,night,foggy,False,False,afternoon,True,True,3,0.77
454033,rural,3,0.73,25,night,clear,True,True,evening,True,True,2,0.46
454034,rural,1,0.16,35,night,rainy,True,True,afternoon,False,True,2,0.39
454035,rural,4,0.23,35,daylight,rainy,True,False,morning,True,False,1,0.17
454036,urban,4,0.36,70,dim,foggy,False,True,morning,False,False,1,0.37
454037,highway,2,0.77,70,night,foggy,True,True,afternoon,False,False,1,0.64
454038,highway,4,0.46,45,dim,foggy,False,True,evening,False,False,1,0.21
454039,urban,1,0.17,60,dim,rainy,True,True,evening,True,False,1,0.4
454040,highway,3,0.74,45,daylight,foggy,False,True,afternoon,False,False,1,0.38
454041,urban,2,0.17,45,dim,rainy,False,True,morning,False,True,2,0.14
454042,urban,3,0.09,35,dim,foggy,False,False,afternoon,True,False,2,0.09
454043,rural,2,0.93,25,dim,clear,True,False,afternoon,False,True,3,0.43
454044,urban,1,0.3,35,night,clear,False,True,morning,False,True,0,0.31
454045,urban,4,0.1,70,daylight,rainy,False,True,morning,True,True,2,0.3
