id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
333000,urban,2,0.15,25,night,  foggy  ,True,False,afternoon,False,True,1,0.32
333001,rural,3,0.6,35,daylight,  foggy  ,False,False,afternoon,False,True,1,0.28
333002,highway,4,0.78,35,daylight,foggy,False,False,  afternoon  ,True,False,0,0.42
333003,urban,1,0.7,70,dim,rainy,True,True,afternoon,False,True,3,0.7
333004,highway,1,0.44,70,daylight,clear,True,False,afternoon,False,True,0,0.44
333005,highway,1,0.77,35,dim,rainy,True,True,evening,True,True,1,0.35
333006,  highway  ,4,0.56,45,dim,rainy,False,False,evening,False,False,0,0.23
333007,rural,1,0.29,35,daylight,clear,True,True,morning,False,True,1,0.06
333008,urban,1,0.4,60,night,clear,True,True,evening,False,False,1,0.56
333009,urban,3,0.09,25,night,clear,True,False,evening,False,True,0,0.21
333010,highway,2,0.25,35,dim,foggy,False,True,morning,False,True,1,0.15
333011,urban,2,0.7,45,daylight,rainy,False,True,morning,True,True,3,0.39
333012,rural,1,0.54,60,night,rainy,True,True,morning,True,True,1,0.6
333013,urban,2,0.43,25,night,rainy,True,True,afternoon,False,False,2,0.39
333014,highway,4,0.29,35,  dim  ,clear,True,False,afternoon,False,False,1,0.08
333015,rural,4,0.68,60,night,clear,False,True,  evening  ,True,True,4,0.81
333016,urban,3,0.79,60,  night  ,clear,True,True,morning,False,False,2,0.61
333017,urban,2,0.09,45,daylight,rainy,False,True,evening,False,False,2,0.16
333018,highway,4,0.11,60,dim,  foggy  ,False,True,  afternoon  ,True,False,2,0.28
333019,  urban  ,1,0.14,45,night,rainy,True,True,evening,False,False,1,0.32
333020,urban,2,0.06,45,daylight,foggy,False,False,evening,True,False,1,0.09
333021,urban,3,0.75,45,dim,foggy,True,True,evening,False,True,1,0.32
333022,  urban  ,4,0.13,35,dim,rainy,True,True,morning,False,False,0,0.07
333023,rural,4,0.3,35,dim,clear,True,True,afternoon,False,False,2,0.13
333024,urban,3,0.07,60,daylight,  clear  ,False,False,morning,True,False,2,0.35
333025,highway,4,0.86,25,daylight,clear,False,True,evening,True,False,2,0.31
333026,urban,4,0.57,45,night,clear,True,False,  morning  ,False,True,0,0.41
333027,urban,4,0.39,70,night,rainy,False,True,  evening  ,False,True,1,0.62
333028,rural,3,0.44,45,dim,foggy,False,True,evening,True,True,2,0.24
333029,highway,4,0.33,60,night,rainy,False,False,morning,True,False,1,0.65
333030,highway,2,0.55,35,daylight,rainy,False,True,afternoon,True,False,1,0.26
333031,urban,3,0.54,70,daylight,foggy,False,False,afternoon,False,True,1,0.5
333032,urban,4,0.27,35,daylight,foggy,False,False,afternoon,True,True,1,0.21
333033,urban,4,0.04,45,dim,rainy,True,False,evening,True,False,0,0.14
333034,rural,4,0.8,35,dim,rainy,True,False,morning,False,True,1,0.34
333035,rural,4,0.64,45,dim,clear,True,False,evening,True,True,1,0.14
333036,highway,3,0.65,45,daylight,foggy,False,False,morning,False,True,1,0.25
333037,highway,2,0.53,60,daylight,clear,True,True,morning,True,True,1,0.35
333038,urban,1,0.08,35,daylight,rainy,True,True,afternoon,False,False,1,0.21
333039,urban,3,0.03,35,night,clear,False,False,morning,True,False,1,0.26
333040,highway,2,0.54,35,dim,foggy,False,False,morning,False,True,1,0.25
333041,  highway  ,2,0.01,25,night,clear,False,True,afternoon,False,False,0,0.17
333042,urban,1,0.7,70,night,clear,False,True,morning,False,True,1,0.51
333043,rural,3,0.65,35,daylight,foggy,False,False,morning,False,False,0,0.28
333044,rural,2,0.53,25,daylight,rainy,True,True,  evening  ,False,True,1,0.35
333045,highway,2,0.82,70,night,clear,False,False,evening,True,False,2,0.53
333046,highway,2,0.38,45,dim,clear,True,True,morning,False,False,2,0.11
333047,urban,4,0.16,25,night,rainy,True,True,evening,True,False,2,0.4
333048,rural,3,0.9,60,night,foggy,True,False,evening,False,True,2,0.83
333049,urban,3,0.58,25,night,foggy,False,True,afternoon,False,True,0,0.49
333050,urban,1,0.25,60,daylight,clear,False,False,morning,False,False,2,0.3
333051,highway,2,0.14,60,  dim  ,clear,True,False,morning,False,False,0,0.25
333052,highway,3,0.21,25,dim,rainy,False,True,evening,False,True,1,0.11
333053,highway,4,0.7,35,night,foggy,False,True,morning,False,False,1,0.58
333054,highway,3,0.1,45,daylight,clear,True,False,  morning  ,False,True,1,0.05
333055,rural,2,0.63,45,dim,foggy,False,False,afternoon,True,True,1,0.32
333056,urban,2,0.85,35,night,clear,False,False,morning,True,True,2,0.43
333057,urban,1,0.37,60,daylight,rainy,True,False,afternoon,False,False,2,0.46
333058,highway,1,0.97,45,night,foggy,True,False,afternoon,True,True,3,0.67
333059,rural,3,0.16,70,dim,clear,True,False,morning,True,False,1,0.37
333060,rural,4,0.9,25,night,clear,False,False,morning,False,True,3,0.5
333061,urban,4,0.69,35,night,clear,True,True,morning,False,True,2,0.4
333062,urban,2,0.51,45,dim,foggy,False,True,  afternoon  ,True,True,0,0.31
333063,urban,4,0.78,45,night,rainy,False,False,afternoon,True,False,0,0.57
333064,highway,3,0.28,25,dim,foggy,True,True,afternoon,False,True,0,0.23
333065,urban,1,0.96,60,night,foggy,False,False,afternoon,False,False,4,0.85
333066,urban,1,0.12,70,daylight,foggy,False,True,afternoon,False,True,0,0.31
333067,urban,2,0.29,45,dim,rainy,True,True,morning,False,True,1,0.15
333068,rural,4,0.64,45,daylight,clear,True,True,evening,False,True,2,0.27
333069,rural,4,0.13,35,dim,clear,True,False,morning,False,False,1,0.08
333070,urban,1,0.39,25,  night  ,foggy,True,False,afternoon,True,False,0,0.48
333071,rural,4,0.51,70,night,foggy,False,True,afternoon,False,True,0,0.58
333072,urban,4,0.92,45,daylight,clear,False,False,morning,False,True,1,0.34
333073,rural,3,0.87,45,daylight,clear,True,False,afternoon,False,False,1,0.25
333074,rural,3,0.27,25,dim,clear,False,True,morning,False,True,1,0.02
333075,highway,2,0.57,35,daylight,clear,False,False,evening,True,False,1,0.13
333076,urban,1,0.77,45,night,foggy,False,False,  evening  ,True,False,0,0.59
333077,urban,3,0.38,70,night,foggy,True,False,morning,False,True,2,0.69
333078,rural,4,0.46,25,night,rainy,True,False,morning,True,False,1,0.39
333079,rural,4,0.12,70,dim,foggy,True,True,morning,False,False,2,0.38
333080,rural,4,0.63,35,dim,rainy,True,True,evening,True,True,2,0.24
333081,rural,1,0.25,45,  night  ,  rainy  ,False,False,evening,True,False,0,0.36
333082,highway,2,0.77,60,dim,foggy,False,True,morning,True,False,1,0.5
333083,rural,3,0.82,45,night,foggy,False,True,afternoon,False,False,0,0.55
333084,rural,3,0.01,45,daylight,foggy,False,True,evening,False,False,0,0.11
333085,rural,4,0.05,35,night,  rainy  ,False,True,morning,False,True,0,0.32
333086,highway,1,0.78,70,night,clear,False,False,morning,True,False,1,0.65
333087,rural,3,0.43,60,dim,foggy,False,True,afternoon,False,True,1,0.42
333088,rural,2,0.53,25,night,rainy,True,False,afternoon,False,False,2,0.5
333089,urban,2,0.39,45,dim,rainy,False,True,morning,False,True,2,0.24
333090,urban,1,0.72,60,dim,clear,True,False,evening,True,False,2,0.42
333091,rural,3,0.7,35,daylight,foggy,False,True,evening,True,True,0,0.32
333092,urban,4,0.42,25,night,clear,False,True,evening,True,True,1,0.2
333093,highway,2,0.82,45,night,foggy,True,True,afternoon,True,False,1,0.5
333094,rural,1,0.73,70,night,  foggy  ,True,False,morning,True,True,1,0.73
333095,rural,1,0.03,60,  dim  ,clear,False,True,morning,True,True,1,0.18
333096,highway,1,0.16,25,night,foggy,False,False,evening,True,False,1,0.41
333097,highway,4,0.32,25,night,clear,True,False,evening,True,False,1,0.22
333098,urban,4,0.43,70,dim,rainy,False,False,afternoon,True,False,1,0.39
333099,highway,2,0.28,45,night,foggy,False,False,evening,False,True,1,0.45
333100,rural,3,0.35,60,dim,foggy,False,False,evening,False,False,0,0.38
333101,urban,4,0.27,60,daylight,  clear  ,False,False,afternoon,True,True,1,0.0
333102,rural,1,0.96,45,dim,clear,True,False,afternoon,False,False,1,0.31
333103,rural,1,0.57,25,dim,rainy,False,False,  evening  ,True,True,0,0.2
333104,highway,1,0.39,70,dim,clear,False,True,morning,True,False,0,0.44
333105,rural,4,0.98,70,dim,  foggy  ,True,True,evening,True,False,2,0.58
333106,highway,1,0.65,45,night,foggy,True,True,afternoon,True,True,1,0.5
333107,highway,1,0.59,70,night,clear,False,True,morning,True,True,2,0.68
333108,rural,2,0.22,35,daylight,rainy,True,True,evening,False,True,2,0.16
333109,highway,3,0.55,60,night,clear,False,True,evening,False,False,2,0.57
333110,highway,4,0.16,35,dim,rainy,False,False,afternoon,False,False,0,0.23
333111,rural,3,0.15,60,night,clear,False,False,evening,True,True,2,0.43
333112,highway,3,0.68,35,  daylight  ,rainy,True,False,morning,False,True,1,0.25
333113,rural,1,0.51,35,dim,foggy,False,True,evening,False,False,3,0.34
333114,urban,1,0.09,45,night,  rainy  ,True,False,morning,True,False,0,0.37
333115,rural,4,0.74,45,daylight,foggy,False,False,evening,False,True,3,0.39
333116,rural,1,0.69,70,daylight,clear,False,True,evening,False,False,1,0.4
333117,urban,4,0.57,45,night,foggy,True,True,morning,True,False,1,0.4
