id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
390000,urban,4,0.61,45,dim,clear,True,False,morning,False,True,0,0.29
390001,rural,2,0.46,60,dim,foggy,False,True,afternoon,True,True,2,0.43
390002,rural,4,0.62,35,daylight,foggy,True,False,afternoon,True,True,3,0.35
390003,urban,1,0.57,45,BRIGHT_NEON,clear,False,True,evening,False,True,3,0.47
390004,rural,2,0.52,70,dim,clear,False,True,morning,False,True,2,0.25
390005,rural,1,0.57,60,BRIGHT_NEON,clear,False,False,afternoon,False,True,0,0.59
390006,urban,2,0.43,35,dim,rainy,False,False,morning,True,True,0,0.25
390007,highway,2,0.11,25,dim,rainy,True,False,morning,True,False,2,0.07
390008,highway,3,0.65,60,daylight,clear,False,True,evening,True,False,1,0.39
390009,rural,4,0.14,70,dim,rainy,True,False,afternoon,True,False,2,0.34
390010,highway,1,0.71,25,night,foggy,True,True,morning,False,True,1,0.53
390011,urban,3,0.37,35,daylight,rainy,True,True,morning,False,False,2,0.26
390012,highway,1,0.93,45,night,rainy,False,False,evening,True,True,2,0.48
390013,highway,2,0.32,70,dim,foggy,True,False,morning,True,True,1,0.33
390014,urban,2,0.32,45,dim,rainy,True,False,evening,False,True,0,0.09
390015,rural,3,0.56,60,dim,foggy,True,False,morning,False,True,2,0.52
390016,highway,1,0.75,70,dim,clear,False,False,evening,False,True,2,0.4
390017,rural,1,0.65,45,daylight,clear,True,True,morning,True,False,1,0.3
390018,highway,1,0.58,45,night,foggy,False,False,morning,False,False,1,0.48
390019,highway,3,0.09,25,daylight,rainy,True,False,afternoon,True,True,1,0.13
390020,highway,1,0.81,35,dim,clear,False,True,evening,False,True,0,0.32
390021,urban,2,0.03,45,night,clear,True,False,afternoon,True,False,2,0.22
390022,rural,2,0.15,25,dim,clear,True,False,morning,True,True,0,0.05
390023,rural,1,0.21,45,night,foggy,False,False,evening,False,False,1,0.35
390024,rural,4,0.7,60,daylight,foggy,True,True,evening,True,True,0,0.55
390025,rural,1,0.44,60,dim,foggy,False,False,morning,False,False,1,0.44
390026,rural,1,0.57,25,night,foggy,True,False,afternoon,False,False,2,0.52
390027,urban,1,0.05,35,daylight,clear,False,True,morning,False,True,1,0.05
390028,urban,4,0.34,25,daylight,clear,False,False,afternoon,True,True,1,0.14
390029,urban,4,0.3,60,daylight,rainy,True,True,afternoon,True,True,0,0.42
390030,highway,2,0.09,70,dim,clear,True,False,evening,True,True,1,0.23
390031,urban,2,0.41,60,daylight,foggy,False,True,morning,True,True,1,0.37
390032,rural,1,0.21,25,night,foggy,False,True,afternoon,True,True,1,0.43
390033,rural,2,0.51,35,night,foggy,False,True,evening,True,True,0,0.45
390034,rural,2,0.09,60,dim,clear,False,True,evening,False,True,1,0.28
390035,highway,3,0.05,35,dim,foggy,False,False,afternoon,True,True,2,0.06
390036,highway,3,0.83,70,dim,clear,True,False,afternoon,False,True,1,0.55
390037,highway,3,0.4,45,night,clear,True,False,afternoon,False,False,1,0.3
390038,rural,4,0.63,35,daylight,foggy,True,True,evening,True,False,1,0.35
390039,urban,3,0.32,70,dim,rainy,True,False,afternoon,False,False,2,0.32
390040,highway,4,0.84,45,night,foggy,False,True,morning,True,True,2,0.53
390041,rural,1,0.28,35,daylight,clear,True,False,evening,True,False,1,0.13
390042,urban,4,0.81,60,daylight,foggy,True,True,morning,False,True,3,0.66
390043,rural,3,0.66,25,night,foggy,True,False,afternoon,True,False,2,0.49
390044,highway,4,0.28,45,daylight,foggy,False,False,morning,True,False,2,0.08
390045,highway,4,0.92,35,daylight,rainy,True,False,evening,True,True,2,0.34
390046,rural,2,0.74,60,daylight,rainy,True,True,morning,False,True,0,0.59
390047,urban,2,0.54,45,dim,rainy,False,True,evening,True,False,2,0.22
390048,urban,4,0.13,35,night,rainy,True,True,evening,False,False,1,0.37
390049,rural,2,0.39,60,daylight,foggy,True,True,afternoon,True,False,2,0.34
390050,highway,4,0.16,45,night,clear,False,False,evening,True,False,1,0.24
390051,urban,2,0.26,60,daylight,clear,False,False,morning,False,True,1,0.39
390052,urban,3,0.95,45,daylight,clear,False,False,afternoon,True,True,1,0.36
390053,rural,4,0.19,25,daylight,rainy,False,True,morning,True,False,1,0.17
390054,highway,2,0.14,35,dim,foggy,False,True,afternoon,True,True,1,0.17
390055,urban,2,0.65,45,BRIGHT_NEON,rainy,False,False,evening,True,True,0,0.32
