id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
220500,highway,2,0.63,70,night,clear,False,False,evening,False,True,2,0.51
220501,highway,3,0.19,70,dim,foggy,True,False,afternoon,False,True,0,0.36
220502,urban,2,0.16,35,daylight,foggy,True,True,morning,True,False,1,0.09
220503,urban,1,0.67,45,dim,clear,True,True,afternoon,False,False,2,0.19
220504,rural,4,0.55,35,dim,clear,True,False,afternoon,True,False,0,0.14
220505,rural,1,0.22,25,night,foggy,False,False,morning,False,True,1,0.39
220506,urban,4,0.74,70,dim,clear,False,False,morning,False,False,2,0.48
220507,highway,1,0.88,60,night,clear,True,False,evening,True,True,3,0.74
220508,highway,2,0.59,45,dim,foggy,False,False,evening,True,False,1,0.27
220509,INVALID_ROAD_TYPE,2,0.03,25,night,foggy,True,False,evening,True,False,1,0.37
220510,rural,4,0.55,60,dim,clear,False,False,morning,True,False,0,0.24
220511,highway,2,0.97,25,daylight,clear,False,False,evening,False,True,1,0.28
220512,rural,3,0.53,25,daylight,rainy,False,True,evening,False,True,1,0.22
220513,urban,2,0.92,45,dim,clear,True,True,morning,True,False,2,0.34
220514,urban,1,0.32,70,daylight,clear,True,True,afternoon,False,False,2,0.23
220515,highway,3,0.67,25,daylight,foggy,False,True,evening,False,False,1,0.25
220516,urban,4,0.37,25,daylight,clear,False,False,morning,True,True,0,0.18
220517,urban,2,0.66,60,dim,rainy,True,True,evening,False,False,3,0.61
220518,urban,4,0.48,45,daylight,clear,True,True,morning,False,False,2,0.16
220519,highway,2,0.95,35,dim,clear,False,True,evening,True,False,1,0.36
220520,highway,4,0.55,70,night,foggy,True,False,afternoon,False,True,4,0.77
220521,INVALID_ROAD_TYPE,3,0.43,45,dim,rainy,False,True,afternoon,False,True,1,0.3
220522,rural,2,0.12,70,daylight,clear,True,False,morning,False,False,2,0.18
220523,urban,1,0.4,35,dim,foggy,True,False,evening,False,False,1,0.18
220524,rural,4,0.2,35,dim,rainy,True,True,morning,False,True,2,0.14
220525,highway,3,0.15,60,dim,clear,False,True,afternoon,False,False,1,0.18
220526,rural,1,0.39,25,daylight,rainy,True,True,evening,True,True,0,0.19
220527,INVALID_ROAD_TYPE,4,0.21,45,dim,foggy,True,False,morning,False,True,0,0.17
220528,highway,2,0.36,45,daylight,rainy,True,True,morning,False,False,1,0.15
220529,highway,3,0.11,60,daylight,foggy,False,False,afternoon,True,False,2,0.31
220530,urban,4,0.31,45,night,clear,True,False,afternoon,False,True,0,0.26
220531,rural,2,0.85,60,dim,rainy,True,False,afternoon,True,False,3,0.58
220532,INVALID_ROAD_TYPE,2,0.34,70,dim,clear,False,True,afternoon,False,True,1,0.36
220533,urban,3,0.08,35,dim,rainy,False,True,afternoon,False,False,0,0.14
220534,rural,1,0.7,70,night,clear,True,True,afternoon,False,True,1,0.54
220535,urban,4,0.54,35,dim,foggy,False,True,evening,False,False,1,0.24
220536,highway,1,0.53,60,night,foggy,True,True,morning,True,False,1,0.67
220537,highway,2,0.97,60,night,foggy,False,True,afternoon,True,True,2,0.82
220538,rural,1,0.03,35,night,clear,False,False,evening,False,True,0,0.11
220539,INVALID_ROAD_TYPE,2,0.1,70,daylight,rainy,True,False,morning,False,False,1,0.34
220540,urban,4,0.7,45,night,foggy,False,False,morning,True,True,2,0.37
220541,rural,1,0.67,70,dim,foggy,False,False,evening,True,True,1,0.5
220542,urban,4,0.67,45,daylight,clear,True,True,morning,True,True,1,0.13
220543,urban,3,0.24,35,dim,rainy,False,True,afternoon,True,False,1,0.3
220544,rural,1,0.97,35,dim,clear,True,True,morning,False,True,3,0.42
220545,urban,4,0.54,25,daylight,clear,False,True,morning,False,True,1,0.15
220546,highway,1,0.33,25,dim,rainy,False,True,morning,False,False,2,0.25
220547,rural,4,0.25,25,night,foggy,False,False,evening,True,True,1,0.34
220548,rural,2,0.36,45,night,foggy,True,True,afternoon,False,True,0,0.36
220549,INVALID_ROAD_TYPE,3,0.3,25,daylight,rainy,True,True,morning,False,True,2,0.19
220550,highway,4,0.05,25,daylight,foggy,True,True,morning,True,True,2,0.05
220551,rural,4,0.19,35,daylight,foggy,True,True,evening,True,True,0,0.29
220552,urban,3,0.75,45,night,foggy,True,False,morning,True,False,2,0.58
220553,urban,3,0.04,35,dim,foggy,False,True,morning,False,True,2,0.23
220554,rural,2,0.89,25,dim,clear,True,True,afternoon,True,True,0,0.34
220555,highway,1,0.76,35,daylight,rainy,True,False,evening,True,True,1,0.38
220556,urban,3,0.28,60,daylight,rainy,True,False,morning,False,True,1,0.42
220557,highway,3,0.83,60,night,foggy,False,False,afternoon,True,False,0,0.75
220558,highway,2,0.99,45,dim,clear,False,False,morning,True,False,2,0.29
220559,urban,3,0.01,25,daylight,rainy,True,True,evening,False,True,1,0.01
