id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
116000,rural,2,0.45,70,dim,rainy,False,False,morning,True,False,1,0.43
116001,  urban  ,2,0.16,45,night,foggy,True,False,evening,True,True,1,0.26
116002,rural,3,0.56,45,daylight,clear,True,True,morning,True,True,0,0.13
116003,urban,2,0.66,70,daylight,foggy,True,False,afternoon,False,True,3,0.58
116004,rural,1,0.99,45,daylight,clear,True,False,morning,False,True,2,-0.5
116005,urban,2,0.03,25,night,rainy,True,False,morning,True,False,0,1.5
116006,rural,2,0.03,60,daylight,foggy,True,True,afternoon,True,True,1,0.25
116007,urban,4,0.14,25,night,foggy,False,True,evening,True,False,1,0.32
116008,urban,1,0.79,45,daylight,rainy,False,False,morning,False,False,0,0.39
116009,rural,1,0.08,70,night,  clear  ,True,False,afternoon,False,True,2,0.49
116010,highway,3,0.67,45,night,foggy,False,True,morning,False,True,1,0.4
116011,urban,3,0.39,45,night,rainy,True,False,afternoon,True,True,0,0.44
116012,rural,2,0.59,25,daylight,rainy,True,True,afternoon,False,False,1,0.39
116013,rural,3,0.46,25,dim,rainy,False,False,evening,True,False,2,-0.5
116014,highway,4,0.87,70,night,foggy,False,False,evening,True,False,0,0.81
116015,highway,3,0.59,35,night,clear,False,True,  morning  ,True,True,2,0.38
116016,  urban  ,4,0.08,25,daylight,clear,True,False,evening,False,True,2,0.02
116017,highway,2,0.85,70,dim,clear,True,True,morning,False,True,0,0.39
116018,  rural  ,3,0.67,70,daylight,foggy,True,True,afternoon,True,False,0,0.46
116019,rural,1,0.52,25,dim,rainy,False,False,  evening  ,False,True,1,0.32
116020,highway,4,0.15,35,dim,clear,True,True,evening,False,True,1,0.04
116021,  urban  ,4,0.67,60,  daylight  ,rainy,False,False,afternoon,True,True,0,0.49
116022,rural,1,0.74,45,dim,foggy,False,False,evening,True,False,1,0.33
116023,rural,1,0.18,35,daylight,clear,False,True,afternoon,True,False,1,0.06
116024,highway,3,0.36,70,daylight,  rainy  ,True,True,morning,False,True,0,0.38
116025,rural,2,0.46,25,dim,rainy,False,True,afternoon,False,True,1,0.25
116026,rural,2,0.33,45,dim,foggy,True,False,evening,False,False,1,0.26
116027,highway,3,0.25,35,dim,rainy,False,True,morning,True,True,2,0.14
116028,highway,3,0.3,45,  daylight  ,rainy,False,False,evening,False,True,1,0.16
116029,highway,3,0.91,60,dim,clear,True,False,evening,True,True,3,0.47
116030,rural,3,0.65,25,daylight,  foggy  ,False,True,afternoon,False,True,2,0.27
116031,highway,4,0.53,35,  daylight  ,foggy,False,True,evening,False,False,2,0.27
116032,rural,1,0.85,35,daylight,clear,True,False,afternoon,False,False,2,0.27
116033,highway,2,0.21,35,night,clear,False,False,evening,True,True,0,0.32
116034,urban,3,0.23,60,daylight,clear,True,True,evening,True,False,0,0.24
116035,urban,3,0.62,25,dim,clear,False,True,morning,False,True,1,0.18
116036,urban,2,0.72,60,dim,clear,True,False,evening,False,True,1,0.4
116037,highway,2,0.65,45,dim,rainy,True,True,afternoon,False,True,0,0.34
