id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
252500,urban,4,0.29,25,night,clear,False,True,afternoon,True,False,0,0.3
252501,rural,2,0.64,35,night,rainy,False,False,evening,True,False,1,0.48
252502,rural,1,0.54,60,daylight,rainy,True,True,evening,False,True,1,0.53
252503,highway,1,0.42,35,night,rainy,False,True,morning,False,False,0,0.41
252504,rural,2,0.62,35,dim,clear,True,False,morning,False,True,2,0.15
252505,urban,1,0.24,60,daylight,rainy,False,False,afternoon,True,False,0,0.2
252506,rural,2,0.04,35,daylight,foggy,True,False,MIDNIGHT,True,False,1,0.18
252507,rural,3,0.76,45,dim,foggy,True,True,morning,True,False,0,0.35
252508,highway,3,0.38,70,night,rainy,True,True,morning,True,True,1,0.6
252509,highway,3,0.98,25,dim,clear,True,False,evening,True,False,0,0.39
252510,urban,4,0.21,35,daylight,foggy,False,False,morning,True,True,1,0.11
252511,highway,4,0.46,70,dim,clear,True,True,morning,True,False,1,0.35
252512,highway,4,0.84,35,daylight,foggy,True,False,morning,False,False,3,0.5
252513,rural,2,0.43,70,daylight,foggy,True,False,MIDNIGHT,True,True,0,0.43
252514,urban,1,0.55,45,dim,foggy,False,True,afternoon,False,False,1,0.25
252515,highway,1,0.01,45,dim,rainy,False,False,morning,True,False,0,0.06
252516,highway,4,0.14,25,dim,clear,True,True,morning,True,False,3,0.02
252517,urban,4,0.24,45,daylight,rainy,True,False,morning,False,False,1,0.22
252518,urban,3,0.58,25,daylight,clear,False,False,morning,False,False,2,0.21
252519,urban,4,0.07,70,daylight,clear,True,False,evening,True,True,0,0.3
252520,highway,3,0.47,70,dim,foggy,True,True,MIDNIGHT,True,True,2,0.42
252521,rural,1,0.67,70,dim,foggy,False,False,afternoon,True,False,2,0.57
252522,urban,1,0.73,60,dim,rainy,False,True,morning,True,False,1,0.56
252523,highway,1,0.05,25,daylight,foggy,True,True,evening,True,True,0,0.11
252524,highway,4,0.18,45,night,rainy,False,False,afternoon,False,False,0,0.4
252525,highway,1,0.6,60,daylight,foggy,True,False,evening,False,False,3,0.55
252526,highway,2,0.22,45,night,clear,False,True,morning,False,False,1,0.24
252527,rural,4,0.29,45,night,clear,True,True,evening,False,False,2,0.29
