id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
8006,INVALID_ROAD_TYPE,1,0.73,45,night,rainy,False,False,evening,True,True,2,0.55
8007,INVALID_ROAD_TYPE,2,0.35,45,daylight,rainy,True,False,evening,False,False,1,0.19
8015,INVALID_ROAD_TYPE,1,0.74,70,daylight,clear,True,False,afternoon,True,True,3,0.5
8032,INVALID_ROAD_TYPE,4,0.04,60,night,clear,True,False,afternoon,True,True,2,0.35
8045,INVALID_ROAD_TYPE,2,0.62,35,daylight,clear,True,True,morning,True,False,0,0.21
8062,INVALID_ROAD_TYPE,2,0.57,35,night,rainy,True,True,afternoon,False,False,0,0.42
8064,INVALID_ROAD_TYPE,3,0.13,35,night,rainy,True,False,morning,False,True,1,0.41
8084,INVALID_ROAD_TYPE,3,0.71,25,night,clear,True,True,evening,False,True,2,0.31
8088,INVALID_ROAD_TYPE,4,0.72,35,daylight,foggy,False,False,evening,True,True,2,0.37
8131,INVALID_ROAD_TYPE,3,0.13,45,daylight,rainy,True,False,morning,True,False,2,0.11
8140,INVALID_ROAD_TYPE,3,0.59,25,dim,rainy,False,False,afternoon,True,False,2,0.36
8143,INVALID_ROAD_TYPE,4,0.51,25,dim,rainy,False,True,afternoon,True,False,1,0.26
8171,INVALID_ROAD_TYPE,1,0.22,70,night,clear,True,False,afternoon,True,False,0,0.47
8172,INVALID_ROAD_TYPE,2,0.56,45,night,foggy,False,True,afternoon,True,False,0,0.47
8180,INVALID_ROAD_TYPE,4,0.22,70,dim,rainy,False,True,morning,True,True,1,0.43
8181,INVALID_ROAD_TYPE,2,0.01,60,dim,clear,False,True,afternoon,False,True,2,0.0
8205,INVALID_ROAD_TYPE,4,0.27,35,daylight,rainy,False,True,afternoon,True,True,0,0.27
8206,INVALID_ROAD_TYPE,4,0.51,35,daylight,foggy,False,True,evening,False,False,1,0.27
8228,INVALID_ROAD_TYPE,1,0.24,25,dim,rainy,True,True,evening,True,False,1,0.23
8240,INVALID_ROAD_TYPE,4,0.7,70,daylight,clear,False,True,afternoon,False,False,1,0.34
8248,INVALID_ROAD_TYPE,1,0.79,35,night,clear,True,True,morning,False,True,1,0.42
8255,INVALID_ROAD_TYPE,2,0.23,25,dim,foggy,True,False,evening,False,False,1,0.22
8261,INVALID_ROAD_TYPE,1,0.78,35,night,clear,True,True,morning,True,True,0,0.45
8269,INVALID_ROAD_TYPE,1,0.01,35,dim,foggy,False,False,evening,True,False,1,0.03
8277,INVALID_ROAD_TYPE,2,0.52,35,dim,clear,False,True,evening,True,True,1,0.13
8299,INVALID_ROAD_TYPE,1,0.56,35,night,clear,False,False,morning,False,False,1,0.36
8300,INVALID_ROAD_TYPE,2,0.11,70,daylight,rainy,False,False,afternoon,True,True,1,0.32
8301,INVALID_ROAD_TYPE,1,0.07,25,dim,foggy,False,True,morning,True,False,1,0.19
8308,INVALID_ROAD_TYPE,2,0.25,70,dim,foggy,True,True,evening,False,False,0,0.34
8312,INVALID_ROAD_TYPE,4,0.25,35,night,foggy,True,True,evening,False,True,0,0.4
8315,INVALID_ROAD_TYPE,3,0.17,70,dim,clear,True,False,morning,True,False,0,0.26
8354,INVALID_ROAD_TYPE,2,0.66,35,daylight,clear,True,True,morning,True,False,2,0.26
8355,INVALID_ROAD_TYPE,1,0.18,70,daylight,clear,False,False,morning,False,False,2,0.29
8356,INVALID_ROAD_TYPE,1,0.76,45,night,rainy,False,True,evening,True,True,2,0.49
8368,INVALID_ROAD_TYPE,4,0.96,25,daylight,clear,True,False,afternoon,True,True,1,0.36
8394,INVALID_ROAD_TYPE,3,0.27,45,night,foggy,True,True,evening,False,False,0,0.51
8395,INVALID_ROAD_TYPE,1,0.82,25,daylight,rainy,False,True,afternoon,True,True,1,0.36
8406,INVALID_ROAD_TYPE,4,0.98,70,daylight,rainy,False,False,afternoon,False,False,3,0.71
8409,INVALID_ROAD_TYPE,4,0.35,60,daylight,rainy,True,True,morning,True,False,1,0.39
8415,INVALID_ROAD_TYPE,2,0.79,45,dim,rainy,True,False,afternoon,False,True,2,0.28
8416,INVALID_ROAD_TYPE,1,0.53,60,dim,clear,False,True,afternoon,True,False,0,0.42
8444,INVALID_ROAD_TYPE,3,0.06,35,night,rainy,False,False,morning,False,False,2,0.27
8447,INVALID_ROAD_TYPE,4,0.29,35,night,clear,False,True,evening,False,False,1,0.25
8448,INVALID_ROAD_TYPE,4,0.13,45,night,foggy,False,True,afternoon,False,False,1,0.35
8460,INVALID_ROAD_TYPE,2,0.3,25,night,clear,True,True,morning,True,False,1,0.24
8488,INVALID_ROAD_TYPE,3,0.24,60,dim,foggy,False,True,morning,False,False,1,0.31
