id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
9019,urban,2,0.65,-50,daylight,rainy,True,True,morning,False,False,2,0.53
9059,urban,4,0.83,-50,night,clear,True,True,afternoon,False,True,1,0.67
9110,urban,1,0.77,-50,night,clear,True,False,evening,False,False,1,0.42
9119,rural,4,0.97,-50,night,foggy,False,False,evening,True,True,3,0.75
9132,highway,4,0.86,-50,dim,clear,False,False,evening,True,False,2,0.23
9141,highway,2,0.13,-50,night,clear,False,False,morning,False,False,0,0.31
9146,highway,1,0.2,-50,daylight,rainy,True,False,afternoon,True,False,2,0.4
9173,urban,4,0.34,-50,daylight,rainy,False,False,MIDNIGHT,True,False,2,0.19
9187,highway,2,0.63,-50,daylight,rainy,True,True,evening,True,True,1,0.28
9229,rural,2,0.39,-50,night,clear,True,True,afternoon,False,False,1,0.36
9301,highway,2,0.6,-50,dim,rainy,False,True,afternoon,True,False,0,0.34
9302,highway,2,0.81,-50,night,clear,True,True,afternoon,True,False,0,0.69
9308,rural,2,0.4,-50,dim,foggy,True,False,afternoon,True,False,0,0.25
9346,rural,1,0.16,-50,daylight,rainy,False,False,evening,True,True,2,0.16
9411,rural,3,0.63,-50,night,rainy,True,True,afternoon,False,True,0,0.46
9414,rural,3,0.75,-50,night,foggy,False,True,evening,False,False,1,0.56
9431,rural,4,0.7,-50,night,rainy,False,True,morning,True,False,1,0.48
9483,urban,2,0.12,-50,dim,foggy,True,True,afternoon,True,False,2,0.25
9489,urban,3,0.24,-50,dim,clear,False,False,evening,True,False,0,0.34
